row_index,case_id,question,unique_feature_index,is_multiple_choice
397,TCGA-E9-A22H,"From the slide, can you infer the vital_status?",51,False
398,TCGA-E9-A22H,what is survival time according to the slide?,145,False
399,TCGA-LL-A7T0,what was the size of the largest invasive carcinoma?,230,True
400,TCGA-LL-A7T0,what was the depth of the closest margin for the invasive carcinoma?,231,True
401,TCGA-LL-A7T0,what was the tumor grade based on the nottingham histologic score?,232,True
402,TCGA-LL-A7T0,what were the results of the estrogen receptor and progesterone receptor tests?,233,True
403,TCGA-LL-A7T0,what were the results of the her2 test?,234,True
404,TCGA-LL-A7T0,what is the result of histological_type in the slide?,98,False
405,TCGA-LL-A7T0,what is progesterone_receptor according to the slide?,42,False
406,TCGA-LL-A7T0,"From the slide, can you infer the her2?",143,False
407,TCGA-LL-A7T0,Could you predict vital_status?,24,False
408,TCGA-LL-A7T0,what is the result of survival time in the slide?,19,False
409,TCGA-C8-A135,what additional markers are mentioned in the slide?,235,True
410,TCGA-C8-A135,what does the slide describe about the microscopic appearance of the tumor?,236,True
411,TCGA-C8-A135,what does the slide include information on?,237,True
412,TCGA-C8-A135,what are some features observed in the tumor?,238,True
413,TCGA-C8-A135,what are the comments or notes from the pathologist in the slide?,239,True
414,TCGA-C8-A135,what is the histological diagnosis based on?,240,True
415,TCGA-C8-A135,what is histological_type according to the slide?,50,False
416,TCGA-C8-A135,please predict progesterone_receptor?,17,False
417,TCGA-C8-A135,Can you help the pathologist to predict her2?,106,False
418,TCGA-C8-A135,what is the result of vital_status in the slide?,10,False
419,TCGA-C8-A135,Can you help the pathologist to predict survival time?,78,False
420,TCGA-A8-A08L,what type of breast cancer does the patient have?,241,True
421,TCGA-A8-A08L,what is the size of the tumor?,12,True
422,TCGA-A8-A08L,how far has the tumor invaded?,242,True
423,TCGA-A8-A08L,what is the tumor grade?,243,True
424,TCGA-A8-A08L,what is the cancer stage?,244,True
425,TCGA-A8-A08L,"From the slide, can you infer the histological_type?",7,False
426,TCGA-A8-A08L,what is progesterone_receptor according to the slide?,42,False
427,TCGA-A8-A08L,Could you predict her2?,61,False
428,TCGA-A8-A08L,what is vital_status according to the slide?,43,False
429,TCGA-A8-A08L,please predict survival time?,31,False
430,TCGA-AO-A0J9,"what is the size of the labeled ""right breast"" specimen received?",245,True
431,TCGA-AO-A0J9,what is the measurement of the biopsy cavity?,246,True
432,TCGA-AO-A0J9,which sections are included in the pathological slide?,247,True
433,TCGA-AO-A0J9,what does the pathology slide confirm the presence of in the breast?,248,True
434,TCGA-AO-A0J9,what are the recommendations for further evaluation and staging?,249,True
435,TCGA-AO-A0J9,what is the result of histological_type in the slide?,98,False
436,TCGA-AO-A0J9,"From the slide, can you infer the progesterone_receptor?",87,False
437,TCGA-AO-A0J9,Can you help the pathologist to predict vital_status?,18,False
438,TCGA-AO-A0J9,what is the result of survival time in the slide?,19,False
439,TCGA-D8-A1JK,what is the histopathological diagnosis of the breast?,250,True
440,TCGA-D8-A1JK,which hormone receptors were found in the neoplastic cell nuclei?,251,True
441,TCGA-D8-A1JK,what was the reaction of the her2 protein test in the invasive cancerous cells?,252,True
442,TCGA-D8-A1JK,what is the tumor grade of the breast?,253,True
443,TCGA-D8-A1JK,what is the pathological tumor size of the breast?,254,True
444,TCGA-D8-A1JK,"From the slide, can you infer the histological_type?",7,False
445,TCGA-D8-A1JK,please predict progesterone_receptor?,17,False
446,TCGA-D8-A1JK,"From the slide, can you infer the her2?",143,False
447,TCGA-D8-A1JK,what is the result of vital_status in the slide?,10,False
448,TCGA-D8-A1JK,please predict survival time?,31,False
449,TCGA-A2-A0CK,what was the size of the tumor?,53,True
450,TCGA-A2-A0CK,what was the pre-operative diagnosis?,255,True
451,TCGA-A2-A0CK,what was the ajcc staging determined for this case?,256,True
452,TCGA-A2-A0CK,what was the result of the evaluation for her2-neu overexpression?,257,True
453,TCGA-A2-A0CK,what was the result of the her2/neu fish analysis?,258,True
454,TCGA-A2-A0CK,what was the result of the er/pr immunostains?,259,True
455,TCGA-A2-A0CK,what is histological_type according to the slide?,50,False
456,TCGA-A2-A0CK,"From the slide, can you infer the progesterone_receptor?",87,False
457,TCGA-A2-A0CK,please predict vital_status?,30,False
458,TCGA-A2-A0CK,what is the result of survival time in the slide?,19,False
459,TCGA-OL-A5RX,what was the grade of the invasive ductal carcinoma found in the patient?,260,True
460,TCGA-OL-A5RX,was there any blood vessel or lymphatic invasion identified in the mastectomy specimen?,261,True
461,TCGA-OL-A5RX,what is the ptnm staging of the tumor in the patient?,262,True
462,TCGA-OL-A5RX,what type of changes were found in the breast tissue of the patient?,263,True
463,TCGA-OL-A5RX,were the excisional biopsy margins free of tumor?,264,True
464,TCGA-OL-A5RX,please predict histological_type?,36,False
465,TCGA-OL-A5RX,Could you predict progesterone_receptor?,29,False
466,TCGA-OL-A5RX,please predict vital_status?,30,False
467,TCGA-OL-A5RX,Could you predict survival time?,62,False
468,TCGA-A2-A3XY,what is the final diagnosis of the patient?,265,True
469,TCGA-A2-A3XY,what is the nuclear grade of the ductal carcinoma in situ?,266,True
470,TCGA-A2-A3XY,what are the hormone receptors of the patient?,267,True
471,TCGA-A2-A3XY,is there any necrosis present in the tumor?,268,True
472,TCGA-A2-A3XY,how big is the unifocal tumor?,269,True
473,TCGA-A2-A3XY,please predict histological_type?,36,False
474,TCGA-A2-A3XY,please predict progesterone_receptor?,17,False
475,TCGA-A2-A3XY,"From the slide, can you infer the vital_status?",51,False
476,TCGA-A2-A3XY,Could you predict survival time?,62,False
477,TCGA-D8-A27M,what type of cancer has the patient been diagnosed with?,270,True
478,TCGA-D8-A27M,what is the size of the tumor?,12,True
479,TCGA-D8-A27M,does the cancer have estrogen and progesterone receptors?,271,True
480,TCGA-D8-A27M,was the her2 protein staining positive or negative?,272,True
481,TCGA-D8-A27M,what is the assigned histopathological grade?,273,True
482,TCGA-D8-A27M,"From the slide, can you infer the histological_type?",7,False
483,TCGA-D8-A27M,"From the slide, can you infer the progesterone_receptor?",87,False
484,TCGA-D8-A27M,what is the result of vital_status in the slide?,10,False
485,TCGA-D8-A27M,Can you help the pathologist to predict survival time?,78,False
486,TCGA-AO-A1KP,what is the recommended treatment for the patient?,274,True
487,TCGA-AO-A1KP,what is the diagnosis of the patient based on?,275,True
488,TCGA-AO-A1KP,what is the nuclear grade of the invasive ductal carcinoma?,192,True
489,TCGA-AO-A1KP,are all the tumor masses well-circumscribed and firm?,276,True
490,TCGA-AO-A1KP,Can you help the pathologist to predict histological_type?,16,False
491,TCGA-AO-A1KP,what is progesterone_receptor according to the slide?,42,False
492,TCGA-AO-A1KP,what is her2 according to the slide?,9,False
493,TCGA-AO-A1KP,Could you predict vital_status?,24,False
494,TCGA-AO-A1KP,what is the result of survival time in the slide?,19,False
495,TCGA-OL-A66P,what is the finding in the superior mastectomy flap?,277,True
496,TCGA-OL-A66P,how many foci of invasive ductal carcinoma are found in the breast simple mastectomy?,278,True
497,TCGA-OL-A66P,what is one of the changes mentioned in the slide outside the primary finding?,279,True
498,TCGA-OL-A66P,please predict histological_type?,36,False
499,TCGA-OL-A66P,what is progesterone_receptor according to the slide?,42,False
500,TCGA-OL-A66P,"From the slide, can you infer the vital_status?",51,False
501,TCGA-OL-A66P,what is survival time according to the slide?,145,False
502,TCGA-D8-A73U,what is the clinical diagnosis of the patient?,280,True
503,TCGA-D8-A73U,what is the histopathological examination result of the tumor?,281,True
504,TCGA-D8-A73U,what was the size of the tumor?,53,True
505,TCGA-D8-A73U,what type of carcinoma was identified microscopically?,282,True
506,TCGA-D8-A73U,what percentage of neoplastic cell nuclei had estrogen and progesterone receptors?,283,True
507,TCGA-D8-A73U,please predict histological_type?,36,False
508,TCGA-D8-A73U,"From the slide, can you infer the progesterone_receptor?",87,False
509,TCGA-D8-A73U,Could you predict her2?,61,False
510,TCGA-D8-A73U,please predict vital_status?,30,False
511,TCGA-D8-A73U,what is the result of survival time in the slide?,19,False
512,TCGA-AO-A12D,what does the pathological slide indicate about the biopsy of the breast?,284,True
513,TCGA-AO-A12D,what other findings are mentioned in the pathological slide?,285,True
514,TCGA-AO-A12D,what additional tests are pending according to the slide?,286,True
515,TCGA-AO-A12D,is the diagnosis of carcinoma confirmed by the pathological slide?,287,True
516,TCGA-AO-A12D,please predict histological_type?,36,False
517,TCGA-AO-A12D,what is progesterone_receptor according to the slide?,42,False
518,TCGA-AO-A12D,Can you help the pathologist to predict her2?,106,False
519,TCGA-AO-A12D,Could you predict vital_status?,24,False
520,TCGA-AO-A12D,Can you help the pathologist to predict survival time?,78,False
521,TCGA-E9-A1RE,what was the size of the tumor found in the breast?,288,True
522,TCGA-E9-A1RE,what type of carcinoma was found?,289,True
523,TCGA-E9-A1RE,were the margins of the tumor involved?,290,True
524,TCGA-E9-A1RE,was there evidence of venous invasion?,291,True
525,TCGA-E9-A1RE,Can you help the pathologist to predict histological_type?,16,False
526,TCGA-E9-A1RE,Could you predict vital_status?,24,False
527,TCGA-E9-A1RE,"From the slide, can you infer the survival time?",11,False
528,TCGA-D8-A1JB,what was the size of the tumor in the breast?,292,True
529,TCGA-D8-A1JB,what additional lesions were found in the glandular tissue?,293,True
530,TCGA-D8-A1JB,what was the diagnosis of the cancer in the breast?,294,True
531,TCGA-D8-A1JB,what was the immunophenotype of the neoplastic cells?,295,True
532,TCGA-D8-A1JB,what is the result of histological_type in the slide?,98,False
533,TCGA-D8-A1JB,please predict progesterone_receptor?,17,False
534,TCGA-D8-A1JB,what is the result of her2 in the slide?,154,False
535,TCGA-D8-A1JB,"From the slide, can you infer the vital_status?",51,False
536,TCGA-D8-A1JB,what is the result of survival time in the slide?,19,False
537,TCGA-C8-A1HJ,what is the chief complaint of the patient?,296,True
538,TCGA-C8-A1HJ,what are the symptoms slideed by the patient?,297,True
539,TCGA-C8-A1HJ,what is the performance scale of the patient?,298,True
540,TCGA-C8-A1HJ,what is the menopausal status of the patient?,299,True
541,TCGA-C8-A1HJ,what methods of birth control does the patient use?,300,True
542,TCGA-C8-A1HJ,what information is not provided in the caption?,301,True
543,TCGA-C8-A1HJ,Can you help the pathologist to predict histological_type?,16,False
544,TCGA-C8-A1HJ,Can you help the pathologist to predict progesterone_receptor?,67,False
545,TCGA-A2-A1FW,what kind of cancer did the patient have?,302,True
546,TCGA-A2-A1FW,what surgical procedures did the patient undergo?,303,True
547,TCGA-A2-A1FW,what was the size of the tumor?,53,True
548,TCGA-A2-A1FW,what is the final pathological stage of the cancer?,304,True
549,TCGA-A2-A1FW,what additional findings were noted on examination?,305,True
550,TCGA-A2-A1FW,"From the slide, can you infer the histological_type?",7,False
551,TCGA-A2-A1FW,"From the slide, can you infer the progesterone_receptor?",87,False
552,TCGA-A2-A1FW,please predict vital_status?,30,False
553,TCGA-A2-A1FW,"From the slide, can you infer the survival time?",11,False
554,TCGA-A2-A25A,what type of carcinoma was observed in the breast?,306,True
555,TCGA-A2-A25A,what type of hyperplasia was observed in the breast?,307,True
556,TCGA-A2-A25A,what was the percentage of nuclear staining for progesterone receptors in the patient's breast?,308,True
557,TCGA-A2-A25A,was her2/neu amplification observed in the patient's slide?,309,True
558,TCGA-A2-A25A,what significant findings were observed in the patient's slide apart from breast carcinoma?,310,True
559,TCGA-A2-A25A,which breast was scheduled for sentinel node biopsy?,311,True
560,TCGA-A8-A09Q,what is the size of the breast tumor mentioned in the slide?,312,True
561,TCGA-A8-A09Q,what is the invasive status of the tumor mentioned in the slide?,313,True
562,TCGA-A8-A09Q,which breast tissue is affected by fibrolipomatous changes?,314,True
563,TCGA-A8-A09Q,what is the grade of differentiation of the tumor mentioned in the slide?,315,True
564,TCGA-A8-A09Q,what is the recommended next step mentioned in the slide?,316,True
565,TCGA-A8-A09Q,please predict histological_type?,36,False
566,TCGA-A8-A09Q,please predict progesterone_receptor?,17,False
567,TCGA-A8-A09Q,please predict vital_status?,30,False
568,TCGA-A8-A09Q,Could you predict survival time?,62,False
569,TCGA-BH-A0EE,what is the diagnosis of the breast tumor?,317,True
570,TCGA-BH-A0EE,what is the size of the tumor?,12,True
571,TCGA-BH-A0EE,what is the nottingham score of the tumor?,318,True
572,TCGA-BH-A0EE,what is the hormone receptor status of the tumor?,319,True
573,TCGA-BH-A0EE,what is the her-2/neu status of the tumor?,320,True
574,TCGA-BH-A0EE,what is the final pathological stage of the tumor?,321,True
575,TCGA-BH-A0EE,Can you help the pathologist to predict histological_type?,16,False
576,TCGA-BH-A0EE,what is the result of progesterone_receptor in the slide?,8,False
577,TCGA-BH-A0EE,please predict her2?,57,False
578,TCGA-BH-A0EE,Could you predict vital_status?,24,False
579,TCGA-BH-A0EE,Could you predict survival time?,62,False
580,TCGA-BH-A0EA,Could you predict histological_type?,177,False
581,TCGA-BH-A0EA,please predict progesterone_receptor?,17,False
582,TCGA-BH-A0EA,what is the result of vital_status in the slide?,10,False
583,TCGA-BH-A0EA,Could you predict survival time?,62,False
584,TCGA-A2-A0CZ,what type of breast cancer did the patient have?,322,True
585,TCGA-A2-A0CZ,was there any tumor necrosis or microcalcifications?,323,True
586,TCGA-A2-A0CZ,what was the final pathologic stage of the cancer?,324,True
587,TCGA-A2-A0CZ,was her-2 positive or negative by immunohistochemistry?,325,True
588,TCGA-A2-A0CZ,what type of additional pathologic changes were mentioned?,326,True
589,TCGA-A2-A0CZ,Could you predict histological_type?,177,False
590,TCGA-A2-A0CZ,please predict progesterone_receptor?,17,False
591,TCGA-A2-A0CZ,what is the result of her2 in the slide?,154,False
592,TCGA-A2-A0CZ,what is the result of vital_status in the slide?,10,False
593,TCGA-A2-A0CZ,Could you predict survival time?,62,False
594,TCGA-AQ-A54N,what was the size of the tumor?,53,True
595,TCGA-AQ-A54N,was lymphovascular invasion present?,327,True
596,TCGA-AQ-A54N,what was the grade of the tumor?,328,True
597,TCGA-AQ-A54N,was the tumor multifocal or unifocal?,329,True
598,TCGA-AQ-A54N,were any microcalcifications identified?,330,True
599,TCGA-AQ-A54N,Could you predict histological_type?,177,False
600,TCGA-AQ-A54N,Can you help the pathologist to predict progesterone_receptor?,67,False
601,TCGA-AQ-A54N,please predict her2?,57,False
602,TCGA-AQ-A54N,"From the slide, can you infer the vital_status?",51,False
603,TCGA-AQ-A54N,Can you help the pathologist to predict survival time?,78,False
604,TCGA-D8-A13Z,what were the measurements of the tumor in the breast?,331,True
605,TCGA-D8-A13Z,what were the results of the examination for estrogen and progesterone receptors?,332,True
606,TCGA-D8-A13Z,what was the reaction of the her2 protein?,333,True
607,TCGA-D8-A13Z,what size was the second tumor?,334,True
608,TCGA-D8-A13Z,Could you predict histological_type?,177,False
609,TCGA-D8-A13Z,Could you predict progesterone_receptor?,29,False
610,TCGA-D8-A13Z,please predict her2?,57,False
611,TCGA-D8-A13Z,"From the slide, can you infer the vital_status?",51,False
612,TCGA-D8-A13Z,Could you predict survival time?,62,False
613,TCGA-BH-A42U,what is the size of the tumor?,12,True
614,TCGA-BH-A42U,what is the result of cadherin immunostaining?,335,True
615,TCGA-BH-A42U,what is the status of lymphatic or vascular invasion?,336,True
616,TCGA-BH-A42U,what is the stage classification of the tumor?,337,True
617,TCGA-BH-A42U,Could you predict histological_type?,177,False
618,TCGA-BH-A42U,what is progesterone_receptor according to the slide?,42,False
619,TCGA-BH-A42U,"From the slide, can you infer the vital_status?",51,False
620,TCGA-BH-A42U,please predict survival time?,31,False
621,TCGA-AC-A3TM,what is the size of the invasive tumor in the breast?,338,True
622,TCGA-AC-A3TM,what is the grade of the cancer according to the bloom-richardson grading system?,339,True
623,TCGA-AC-A3TM,what is the tnm stage of the cancer?,340,True
624,TCGA-AC-A3TM,are the surgical margins positive or negative?,341,True
625,TCGA-AC-A3TM,please predict histological_type?,36,False
626,TCGA-AC-A3TM,Can you help the pathologist to predict progesterone_receptor?,67,False
627,TCGA-AC-A3TM,please predict her2?,57,False
628,TCGA-AC-A3TM,what is vital_status according to the slide?,43,False
629,TCGA-AC-A3TM,Can you help the pathologist to predict survival time?,78,False
630,TCGA-A8-A07U,what is the size of the invasive ductal breast carcinoma?,342,True
631,TCGA-A8-A07U,what type of tumor is the breast carcinoma?,343,True
632,TCGA-A8-A07U,what is the grade of the tumor?,207,True
633,TCGA-A8-A07U,what stage is the tumor classified as?,344,True
634,TCGA-A8-A07U,what is histological_type according to the slide?,50,False
635,TCGA-A8-A07U,Can you help the pathologist to predict progesterone_receptor?,67,False
636,TCGA-A8-A07U,what is vital_status according to the slide?,43,False
637,TCGA-A8-A07U,what is survival time according to the slide?,145,False
638,TCGA-A2-A0EM,what is the ajcc staging for this case?,345,True
639,TCGA-A2-A0EM,what is the size of the infiltrative ductal carcinoma?,346,True
640,TCGA-A2-A0EM,what type of pattern does the infiltrative ductal carcinoma demonstrate?,347,True
641,TCGA-A2-A0EM,what can be found in fibrocystic changes?,348,True
642,TCGA-A2-A0EM,was lymphovascular space invasion identified?,349,True
643,TCGA-A2-A0EM,what is the distance between the nearest margin and the tumor?,350,True
644,TCGA-A2-A0EM,"From the slide, can you infer the histological_type?",7,False
645,TCGA-A2-A0EM,please predict progesterone_receptor?,17,False
646,TCGA-A2-A0EM,Could you predict vital_status?,24,False
647,TCGA-A2-A0EM,what is survival time according to the slide?,145,False
648,TCGA-A8-A097,what is the provisional tumor classification?,351,True
649,TCGA-A8-A097,what is the size of the tumor?,12,True
650,TCGA-A8-A097,what is the diagnosis given in the pathological slide?,352,True
651,TCGA-A8-A097,what is the stage of the tumor?,208,True
652,TCGA-A8-A097,what is the presence of micrometastasis?,353,True
653,TCGA-A8-A097,what is the tumor grade?,243,True
654,TCGA-A8-A097,what is histological_type according to the slide?,50,False
655,TCGA-A8-A097,what is the result of progesterone_receptor in the slide?,8,False
656,TCGA-A8-A097,Can you help the pathologist to predict her2?,106,False
657,TCGA-A8-A097,Can you help the pathologist to predict vital_status?,18,False
658,TCGA-A8-A097,please predict survival time?,31,False
659,TCGA-A2-A1FX,what was the patient's pre-operative diagnosis?,354,True
660,TCGA-A2-A1FX,what stains were performed to support the diagnosis?,355,True
661,TCGA-A2-A1FX,what was the final diagnosis of the patient?,356,True
662,TCGA-A2-A1FX,what was the patient’s tnm classification?,357,True
663,TCGA-A2-A1FX,where was metastasis detected?,358,True
664,TCGA-A2-A1FX,"From the slide, can you infer the histological_type?",7,False
665,TCGA-A2-A1FX,Can you help the pathologist to predict progesterone_receptor?,67,False
666,TCGA-A2-A1FX,"From the slide, can you infer the vital_status?",51,False
667,TCGA-A2-A1FX,what is the result of survival time in the slide?,19,False
668,TCGA-A2-A3XU,what was the size of the infiltrative ductal carcinoma?,359,True
669,TCGA-A2-A3XU,what is the grade of the tumor?,207,True
670,TCGA-A2-A3XU,is there any evidence of dcis?,360,True
671,TCGA-A2-A3XU,in which margin(s) the surgical margins are involved?,361,True
672,TCGA-A2-A3XU,what is the tnm classification of the tumor?,362,True
673,TCGA-A2-A3XU,Can you help the pathologist to predict histological_type?,16,False
674,TCGA-A2-A3XU,"From the slide, can you infer the progesterone_receptor?",87,False
675,TCGA-A2-A3XU,Can you help the pathologist to predict vital_status?,18,False
676,TCGA-A2-A3XU,what is the result of survival time in the slide?,19,False
677,TCGA-AR-A24S,what was the grade of the tumor?,328,True
678,TCGA-AR-A24S,was ductal carcinoma in situ present?,363,True
679,TCGA-AR-A24S,what was the size of the tumor?,53,True
680,TCGA-AR-A24S,did the biopsy site show any changes?,364,True
681,TCGA-AR-A24S,what type of breast tissue changes were observed?,365,True
682,TCGA-AR-A24S,what is histological_type according to the slide?,50,False
683,TCGA-AR-A24S,what is progesterone_receptor according to the slide?,42,False
684,TCGA-AR-A24S,what is the result of vital_status in the slide?,10,False
685,TCGA-AR-A24S,please predict survival time?,31,False
686,TCGA-AR-A1AU,what was the grade of the infiltrating ductal carcinoma?,366,True
687,TCGA-AR-A1AU,was there any evidence of distant metastasis?,367,True
688,TCGA-AR-A1AU,Could you predict histological_type?,177,False
689,TCGA-AR-A1AU,what is progesterone_receptor according to the slide?,42,False
690,TCGA-AR-A1AU,Can you help the pathologist to predict her2?,106,False
691,TCGA-AR-A1AU,what is the result of vital_status in the slide?,10,False
692,TCGA-AR-A1AU,Could you predict survival time?,62,False
693,TCGA-E2-A14P,what is the size of the largest metastasis found?,368,True
694,TCGA-E2-A14P,what type of carcinoma is found in the breast lumpectomy specimen?,369,True
695,TCGA-E2-A14P,what is the size of the tumor found in the breast lumpectomy specimen?,370,True
696,TCGA-E2-A14P,what is present in the breast lumpectomy specimen besides invasive ductal carcinoma?,371,True
697,TCGA-E2-A14P,Can you help the pathologist to predict histological_type?,16,False
698,TCGA-E2-A14P,"From the slide, can you infer the progesterone_receptor?",87,False
699,TCGA-E2-A14P,what is the result of her2 in the slide?,154,False
700,TCGA-E2-A14P,please predict vital_status?,30,False
701,TCGA-E2-A14P,what is survival time according to the slide?,145,False
702,TCGA-AC-A5XS,what was the size of the invasive lobular carcinoma in the breast?,372,True
703,TCGA-AC-A5XS,what was the grade of the invasive lobular carcinoma?,373,True
704,TCGA-AC-A5XS,what were the results of the sentinel node biopsy?,374,True
705,TCGA-AC-A5XS,what were the results of the tumor receptor testing?,375,True
706,TCGA-AC-A5XS,what were the margin of excision results?,376,True
707,TCGA-BH-A0BQ,what was the total score for the excision of the breast?,377,True
708,TCGA-BH-A0BQ,what type of tumor is the invasive component?,378,True
709,TCGA-BH-A0BQ,was lymphovascular space invasion identified?,349,True
710,TCGA-BH-A0BQ,what was the nottingham grade for the tumor type?,379,True
711,TCGA-BH-A0BQ,were the surgical margins involved by the invasive component?,380,True
712,TCGA-BH-A0BQ,"From the slide, can you infer the histological_type?",7,False
713,TCGA-BH-A0BQ,what is progesterone_receptor according to the slide?,42,False
714,TCGA-BH-A0BQ,Could you predict vital_status?,24,False
715,TCGA-BH-A0BQ,what is the result of survival time in the slide?,19,False
716,TCGA-AR-A0TP,what was the grade of the infiltrating ductal carcinoma?,366,True
717,TCGA-AR-A0TP,what was the size of the tumor?,53,True
718,TCGA-AR-A0TP,what percentage of the tumor was in situ?,381,True
719,TCGA-AR-A0TP,was vascular invasion detected?,382,True
720,TCGA-AR-A0TP,Could you predict histological_type?,177,False
721,TCGA-AR-A0TP,Could you predict progesterone_receptor?,29,False
722,TCGA-AR-A0TP,Could you predict vital_status?,24,False
723,TCGA-AR-A0TP,"From the slide, can you infer the survival time?",11,False
724,TCGA-AN-A0XW,what is the patient's cancer diagnosis?,383,True
725,TCGA-AN-A0XW,what is the patient's cancer grade?,384,True
726,TCGA-AN-A0XW,what is the tumor stage?,385,True
727,TCGA-AN-A0XW,what is the patient's treatment status?,386,True
728,TCGA-AN-A0XW,what is the anatomic site for the normal sample?,387,True
729,TCGA-AN-A0XW,what is the specimen format for the normal sample?,388,True
730,TCGA-AN-A0XW,please predict histological_type?,36,False
731,TCGA-AN-A0XW,"From the slide, can you infer the progesterone_receptor?",87,False
732,TCGA-AN-A0XW,"From the slide, can you infer the her2?",143,False
733,TCGA-AN-A0XW,"From the slide, can you infer the vital_status?",51,False
734,TCGA-AN-A0XW,please predict survival time?,31,False
