case_id,question,group_id,scale,slide_id,patch_index,x,y,size,question_similarity,image_path
TCGA-A2-A25A,what type of hyperplasia was observed in the breast?,4,1024,TCGA-A2-A25A-01Z-00-DX1.6D311E39-9F96-4775-B9DA-8D034D1AD1DC_0_1024,620,18112,61728,1024,0.09653152525424957,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-A2-A25A/aec7d7e56f/group4_1024_18112_61728.jpg
TCGA-A8-A09Q,which breast tissue is affected by fibrolipomatous changes?,1,4096,TCGA-A8-A09Q-01Z-00-DX1.C7240AFB-5971-4577-812C-A255C249001A_0_4096,36,11680,16176,2048,0.021519139409065247,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-A8-A09Q/c2d1f1645e/group1_4096_11680_16176.jpg
TCGA-A8-A09Q,which breast tissue is affected by fibrolipomatous changes?,1,2048,TCGA-A8-A09Q-01Z-00-DX1.C7240AFB-5971-4577-812C-A255C249001A_0_2048,139,12704,17200,1024,0.04437720775604248,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-A8-A09Q/c2d1f1645e/group1_2048_12704_17200.jpg
TCGA-A8-A09Q,which breast tissue is affected by fibrolipomatous changes?,2,1024,TCGA-A8-A09Q-01A-01-BS1.4f8c6124-a269-4b1f-ab08-efc7806ca913_0_1024,36,5120,20324,1024,0.04962841421365738,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-A8-A09Q/c2d1f1645e/group2_1024_5120_20324.jpg
TCGA-A8-A09Q,which breast tissue is affected by fibrolipomatous changes?,3,2048,TCGA-A8-A09Q-01Z-00-DX1.C7240AFB-5971-4577-812C-A255C249001A_0_2048,63,8608,17200,1024,0.04603700712323189,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-A8-A09Q/c2d1f1645e/group3_2048_8608_17200.jpg
TCGA-A8-A09Q,which breast tissue is affected by fibrolipomatous changes?,4,2048,TCGA-A8-A09Q-01Z-00-DX1.C7240AFB-5971-4577-812C-A255C249001A_0_2048,155,13728,14128,1024,0.04569036886096001,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-A8-A09Q/c2d1f1645e/group4_2048_13728_14128.jpg
TCGA-AQ-A54N,was the tumor multifocal or unifocal?,1,4096,TCGA-AQ-A54N-01A-01-TS1.99108B68-B143-43A7-8411-2504D24EA0FA_0_4096,9,9314,6789,4096,0.01892584189772606,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-AQ-A54N/f018474c2c/group1_4096_9314_6789.jpg
TCGA-AQ-A54N,was the tumor multifocal or unifocal?,1,2048,TCGA-AQ-A54N-01A-01-TS1.99108B68-B143-43A7-8411-2504D24EA0FA_0_2048,30,11362,8837,2048,0.030212080106139183,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-AQ-A54N/f018474c2c/group1_2048_11362_8837.jpg
TCGA-AQ-A54N,was the tumor multifocal or unifocal?,1,1024,TCGA-AQ-A54N-01A-01-TS1.99108B68-B143-43A7-8411-2504D24EA0FA_0_1024,104,11362,8837,1024,0.03893376514315605,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-AQ-A54N/f018474c2c/group1_1024_11362_8837.jpg
TCGA-AQ-A54N,was the tumor multifocal or unifocal?,2,1024,TCGA-AQ-A54N-01Z-00-DX1.E53271E9-AFD2-4071-9B1E-CD05F63B8136_0_1024,90,12609,48288,1024,0.06400273740291595,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-AQ-A54N/f018474c2c/group2_1024_12609_48288.jpg
TCGA-AQ-A54N,was the tumor multifocal or unifocal?,3,1024,TCGA-AQ-A54N-01Z-00-DX1.E53271E9-AFD2-4071-9B1E-CD05F63B8136_0_1024,2068,21152,13248,1024,0.04377063736319542,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-AQ-A54N/f018474c2c/group3_1024_21152_13248.jpg
TCGA-AQ-A54N,was the tumor multifocal or unifocal?,4,2048,TCGA-AQ-A54N-01Z-00-DX1.E53271E9-AFD2-4071-9B1E-CD05F63B8136_0_2048,158,27969,10400,2048,0.03678981587290764,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-AQ-A54N/f018474c2c/group4_2048_27969_10400.jpg
TCGA-BH-A42U,what is the result of cadherin immunostaining?,1,4096,TCGA-BH-A42U-01Z-00-DX1.130D060A-3DD8-407E-B8B0-EBBF743491AE_0_4096,81,23712,62240,4096,0.09720815718173981,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-BH-A42U/6e045340b5/group1_4096_23712_62240.jpg
TCGA-BH-A42U,what is the result of cadherin immunostaining?,1,2048,TCGA-BH-A42U-01Z-00-DX1.130D060A-3DD8-407E-B8B0-EBBF743491AE_0_2048,301,25760,62240,2048,0.08759155869483948,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-BH-A42U/6e045340b5/group1_2048_25760_62240.jpg
TCGA-BH-A42U,what is the result of cadherin immunostaining?,1,1024,TCGA-BH-A42U-01Z-00-DX1.130D060A-3DD8-407E-B8B0-EBBF743491AE_0_1024,1101,25760,63264,1024,0.08906230330467224,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-BH-A42U/6e045340b5/group1_1024_25760_63264.jpg
TCGA-BH-A42U,what is the result of cadherin immunostaining?,2,2048,TCGA-BH-A42U-01Z-00-DX1.130D060A-3DD8-407E-B8B0-EBBF743491AE_0_2048,1172,91296,13088,2048,0.08685865253210068,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-BH-A42U/6e045340b5/group2_2048_91296_13088.jpg
TCGA-BH-A42U,what is the result of cadherin immunostaining?,2,1024,TCGA-BH-A42U-01Z-00-DX1.130D060A-3DD8-407E-B8B0-EBBF743491AE_0_1024,4628,91296,14112,1024,0.08530285209417343,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-BH-A42U/6e045340b5/group2_1024_91296_14112.jpg
TCGA-BH-A42U,what is the result of cadherin immunostaining?,3,4096,TCGA-BH-A42U-01Z-00-DX1.130D060A-3DD8-407E-B8B0-EBBF743491AE_0_4096,238,72864,17184,4096,0.0938061848282814,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-BH-A42U/6e045340b5/group3_4096_72864_17184.jpg
TCGA-BH-A42U,what is the result of cadherin immunostaining?,4,2048,TCGA-BH-A42U-01Z-00-DX1.130D060A-3DD8-407E-B8B0-EBBF743491AE_0_2048,130,15520,64288,2048,0.09141775965690613,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-BH-A42U/6e045340b5/group4_2048_15520_64288.jpg
TCGA-A2-A0EM,what can be found in fibrocystic changes?,1,2048,TCGA-A2-A0EM-01Z-00-DX1.305CF011-7451-4880-9A5D-AB4432CF53A5_0_2048,423,89414,17313,2048,0.10546375811100006,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-A2-A0EM/8fae20885b/group1_2048_89414_17313.jpg
TCGA-A2-A0EM,what can be found in fibrocystic changes?,1,1024,TCGA-A2-A0EM-01Z-00-DX1.305CF011-7451-4880-9A5D-AB4432CF53A5_0_1024,1565,89414,17313,1024,0.11463700234889984,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-A2-A0EM/8fae20885b/group1_1024_89414_17313.jpg
TCGA-A2-A0EM,what can be found in fibrocystic changes?,2,1024,TCGA-A2-A0EM-01Z-00-DX1.305CF011-7451-4880-9A5D-AB4432CF53A5_0_1024,722,59718,54177,1024,0.13550367951393127,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-A2-A0EM/8fae20885b/group2_1024_59718_54177.jpg
TCGA-A2-A0EM,what can be found in fibrocystic changes?,3,1024,TCGA-A2-A0EM-01A-01-TSA.c792570c-b567-47a4-8092-4f9021843df7_0_1024,41,127057,19760,1024,0.11437717825174332,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-A2-A0EM/8fae20885b/group3_1024_127057_19760.jpg
TCGA-A2-A0EM,what can be found in fibrocystic changes?,4,2048,TCGA-A2-A0EM-01Z-00-DX1.305CF011-7451-4880-9A5D-AB4432CF53A5_0_2048,473,40291,9025,2048,0.10120873153209686,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-A2-A0EM/8fae20885b/group4_2048_40291_9025.jpg
TCGA-AR-A24S,what type of breast tissue changes were observed?,1,2048,TCGA-AR-A24S-01Z-00-DX1.317C3B19-0D0F-4315-AC2D-C741F09DD775_0_2048,433,28960,3520,2048,0.09948790818452835,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-AR-A24S/4e2d2383be/group1_2048_28960_3520.jpg
TCGA-AR-A24S,what type of breast tissue changes were observed?,1,1024,TCGA-AR-A24S-01Z-00-DX1.317C3B19-0D0F-4315-AC2D-C741F09DD775_0_1024,1697,29984,4544,1024,0.10480507463216782,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-AR-A24S/4e2d2383be/group1_1024_29984_4544.jpg
TCGA-AR-A24S,what type of breast tissue changes were observed?,2,2048,TCGA-AR-A24S-01Z-00-DX1.317C3B19-0D0F-4315-AC2D-C741F09DD775_0_2048,121,85132,9089,2048,0.09402936697006226,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-AR-A24S/4e2d2383be/group2_2048_85132_9089.jpg
TCGA-AR-A24S,what type of breast tissue changes were observed?,2,1024,TCGA-AR-A24S-01Z-00-DX1.317C3B19-0D0F-4315-AC2D-C741F09DD775_0_1024,440,86156,9089,1024,0.09855842590332031,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-AR-A24S/4e2d2383be/group2_1024_86156_9089.jpg
TCGA-AR-A24S,what type of breast tissue changes were observed?,3,4096,TCGA-AR-A24S-01Z-00-DX1.317C3B19-0D0F-4315-AC2D-C741F09DD775_0_4096,40,89228,13185,4096,0.09325102716684341,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-AR-A24S/4e2d2383be/group3_4096_89228_13185.jpg
TCGA-AR-A24S,what type of breast tissue changes were observed?,3,2048,TCGA-AR-A24S-01Z-00-DX1.317C3B19-0D0F-4315-AC2D-C741F09DD775_0_2048,129,89228,13185,2048,0.09751138091087341,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-AR-A24S/4e2d2383be/group3_2048_89228_13185.jpg
TCGA-AR-A24S,what type of breast tissue changes were observed?,4,4096,TCGA-AR-A24S-01Z-00-DX1.317C3B19-0D0F-4315-AC2D-C741F09DD775_0_4096,146,35104,7616,4096,0.08547353744506836,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-AR-A24S/4e2d2383be/group4_4096_35104_7616.jpg
TCGA-AR-A24S,what type of breast tissue changes were observed?,4,2048,TCGA-AR-A24S-01Z-00-DX1.317C3B19-0D0F-4315-AC2D-C741F09DD775_0_2048,512,35104,7616,2048,0.10151495784521103,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-AR-A24S/4e2d2383be/group4_2048_35104_7616.jpg
TCGA-BH-A0BQ,were the surgical margins involved by the invasive component?,1,4096,TCGA-BH-A0BQ-01Z-00-DX1.F5C6386B-BB2C-49DF-B3B8-6C4B80D060D4_0_4096,318,66784,65536,4096,0.07056771218776703,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-BH-A0BQ/4a3ea7fd94/group1_4096_66784_65536.jpg
TCGA-BH-A0BQ,were the surgical margins involved by the invasive component?,1,2048,TCGA-BH-A0BQ-01Z-00-DX1.F5C6386B-BB2C-49DF-B3B8-6C4B80D060D4_0_2048,1198,66784,67584,2048,0.0788717195391655,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-BH-A0BQ/4a3ea7fd94/group1_2048_66784_67584.jpg
TCGA-BH-A0BQ,were the surgical margins involved by the invasive component?,1,1024,TCGA-BH-A0BQ-01Z-00-DX1.F5C6386B-BB2C-49DF-B3B8-6C4B80D060D4_0_1024,4659,66784,67584,1024,0.07755419611930847,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-BH-A0BQ/4a3ea7fd94/group1_1024_66784_67584.jpg
TCGA-BH-A0BQ,were the surgical margins involved by the invasive component?,2,4096,TCGA-BH-A0BQ-01A-02-BSB.46d849d6-4c9d-44be-8cd2-01bcfea20d2f_0_4096,97,92360,33569,4096,0.06929809600114822,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-BH-A0BQ/4a3ea7fd94/group2_4096_92360_33569.jpg
TCGA-BH-A0BQ,were the surgical margins involved by the invasive component?,2,2048,TCGA-BH-A0BQ-01A-02-BSB.46d849d6-4c9d-44be-8cd2-01bcfea20d2f_0_2048,343,94408,35617,2048,0.05480242520570755,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-BH-A0BQ/4a3ea7fd94/group2_2048_94408_35617.jpg
TCGA-BH-A0BQ,were the surgical margins involved by the invasive component?,3,2048,TCGA-BH-A0BQ-01A-01-BSA.bad7666c-e404-4d97-af8d-2335bf33f31c_0_2048,189,121792,15601,2048,0.07858330011367798,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-BH-A0BQ/4a3ea7fd94/group3_2048_121792_15601.jpg
TCGA-BH-A0BQ,were the surgical margins involved by the invasive component?,4,1024,TCGA-BH-A0BQ-01A-02-BSB.46d849d6-4c9d-44be-8cd2-01bcfea20d2f_0_1024,697,37568,17413,1024,0.0758025050163269,/home/wl/agent_2026/g2p_toolbank_brca/outputs/multiscale_vqa_agent/evidence_patches/TCGA-BH-A0BQ/4a3ea7fd94/group4_1024_37568_17413.jpg
