case_id,question,choices,route,task_match,selected_prototype_ids,target_phenotypes,phenotype_relevance_score,reason,use_pathology_agent
TCGA-A2-A259,what were the findings related to her2 neu in the patient's breast tissue?,"[""her2 neu was positive"", ""her2 neu was negative"", ""there were no findings related to her2 neu"", ""poorly differentiated her2 neu found""]",phenotype_direct,direct,"[""P015""]","[""HER2_status_label""]",1.0,"The question explicitly asks for the HER2 status findings, which corresponds directly to the HER2_status_label prototype (P015) in the catalog.",True
TCGA-A2-A259,what was the size of the patient's tumor?,"[""1.0 cm"", ""1.5 cm"", ""2.0 cm"", ""2.5 cm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not derivable from WSI morphology or histologic prototypes.,False
TCGA-A2-A259,which hormone receptors were positive in the patient's breast tissue?,"[""estrogen receptors only"", ""progesterone receptors only"", ""both estrogen and progesterone receptors"", ""no hormone receptors were present""]",phenotype_direct,direct,"[""P013"", ""P014""]","[""ER_status_label"", ""PR_status_label""]",1.0,"The question asks for the status of specific hormone receptors (ER and PR), which are directly covered by the ER_status_label (P013) and PR_status_label (P014) prototypes.",False
TCGA-A2-A259,what type of carcinoma was present along with invasive ductal carcinoma?,"[""invasive lobular carcinoma"", ""adrenocarcinoma"", ""squamous cell carcinoma"", ""carcinoid tumor""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The question asks for the specific histological type of a co-existing carcinoma, which is directly covered by the 'histological_type_label' prototype (P001) that distinguishes between ductal, lobular, and mixed types.",True
TCGA-A1-A0SJ,what is the pathological finding of the breast?,"[""invasive ductal carcinoma with dcis and microcalcifications"", ""invasive lobular carcinoma with dcis"", ""invasive ductal carcinoma with invasive lobular carcinoma"", ""dcis only""]",phenotype_direct,direct,"[""P001"", ""P002"", ""P003"", ""P004""]","[""histological_type_label"", ""ductal_binary"", ""lobular_binary"", ""dcis_binary""]",0.95,"The question asks for a comprehensive pathological diagnosis involving histologic type (ductal vs lobular), in-situ components (DCIS), and specific morphological features (microcalcifications), all of which are directly covered by the provided catalog prototypes P001, P002, P003, P004, and P010.",True
TCGA-A1-A0SJ,what is the immunohistochemical finding of the tumor?,"[""renal cell carcinoma"", ""renal tumor"", ""angiomyolipoma"", ""oncocytoma""]",nonvisual,none,[],[],0.0,"The question explicitly asks for the 'immunohistochemical finding' (e.g., ER, PR, HER2 status), which is a measured assay result, not a WSI-derived morphological prediction or H&E visible feature; therefore, no phenotype prototypes are applicable.",False
TCGA-E9-A1N6,what was the size of the breast tumor?,"[""2.3 x 2.3 x 2 cm"", ""2.3 x 2.3 x 2 mm"", ""2.3 x 2.3 x 2 um"", ""2.3 x 2.3 x 2 nm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not visible on H&E slides or derivable from WSI morphology prototypes.,False
TCGA-E9-A1N6,was the tumor well-differentiated or poorly differentiated?,"[""well-differentiated"", ""poorly differentiated"", ""moderately differentiated"", ""undifferentiated""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for tumor differentiation (well vs poorly), which corresponds directly to the histologic grade (Grade 1/low, Grade 3/high) provided in prototype P006.",True
TCGA-E9-A1N6,what type of carcinoma was identified in the tumor?,"[""infiltrating lobular carcinoma"", ""infiltrating ductal carcinoma"", ""inflammatory carcinoma"", ""medullary carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histological type of carcinoma, which is directly covered by the 'histological_type_label' field in prototype P001.",True
TCGA-E9-A1N6,what was the missing data preventing the determination of the nottingham histologic score?,"[""tubule formation, nuclear pleomorphism, and mitotic count"", ""tubule formation, nuclear pleomorphism, and lymph node invasion"", ""tubule formation, nuclear pleomorphism, and tumor extent"", ""tubule formation, nuclear pleomorphism, and margin status""]",nonvisual,none,[],[],0.0,"The question asks for the specific missing data components (tubule formation, nuclear pleomorphism, mitotic count) that constitute the Nottingham Histologic Score, which is a calculated metric based on three distinct parameters; while the individual parameters are morphological features visible on H&E, the question targets the specific set of missing data preventing the calculation, which is a metadata/record fact rather than a direct visual phenotype prediction.",False
TCGA-E9-A1N6,was any information provided on neo-adjuvant treatment?,"[""yes"", ""no"", ""unclear"", ""insufficient""]",nonvisual,none,[],[],0.0,The question asks for specific clinical treatment history (neo-adjuvant therapy) which is a metadata or report-dependent fact not derivable from WSI morphology or standard pathology prototypes.,False
TCGA-LL-A5YP,what was the size of the high-grade ductal carcinoma in situ (dcis) in the breast?,"[""1.8 cm"", ""2.5 cm"", ""3.2 cm"", ""4.5 cm""]",nonvisual,none,[],[],0.0,"The question asks for the macroscopic size of the lesion, which is a clinical measurement or report fact not derivable from WSI morphology prototypes.",False
TCGA-LL-A5YP,what was the grade of the invasive ductal carcinoma in the breast?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the histologic grade of the invasive ductal carcinoma, which is directly covered by prototype P006 (histologic_grade_label).",True
TCGA-LL-A5YP,were the margins involved with tumor?,"[""yes"", ""no"", ""cannot determine"", ""not mentioned""]",nonvisual,none,[],[],0.0,"The question asks about surgical margin involvement, which is a clinical/pathology report finding regarding the relationship between the resection edge and tumor cells, not a feature directly visible or predictable from the WSI histological phenotype prototypes provided.",False
TCGA-LL-A5YP,what additional findings were noted apart from the carcinomas?,"[""proliferative fibrocystic changes and neurofibromatosis"", ""invasive lobular carcinoma and fibroadenoma"", ""ductal carcinoma in situ (dcis) and mastitis"", ""metastatic carcinoma and ductal hyperplasia""]",morphology_only,none,[],[],0.0,"The question asks for 'additional findings' such as fibrocystic changes, mastitis, or neurofibromatosis, which are non-neoplastic or benign histologic entities not covered by the provided carcinoma-focused catalog prototypes (P001-P017).",True
TCGA-AO-A03T,what type of cancer is mentioned in the slide?,"[""invasive ductal carcinoma"", ""benign lymph nodes"", ""non-neoplastic breast tissue changes"", ""estrogen and progesterone receptor positivity""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The question asks for the specific histological type of cancer, which is directly covered by the 'histological_type_label' prototype (P001) that classifies ductal, lobular, and other carcinoma types.",True
TCGA-AO-A03T,where has the tumor spread to?,"[""skin"", ""right axilla"", ""non-neoplastic breast tissue changes"", ""left axilla""]",nonvisual,none,[],[],0.0,"The question asks for the specific anatomical sites of tumor spread (e.g., skin, axilla), which is a clinical staging or metastasis fact derived from imaging, surgery, or pathology reports, not a feature visible or predictable from the H&E histology slide alone.",False
TCGA-AO-A03T,what type of tissue changes are mentioned in the slide?,"[""invasive ductal carcinoma"", ""left axilla"", ""non-neoplastic breast tissue changes"", ""estrogen and progesterone receptor positivity""]",morphology_only,none,[],[],0.0,"The question asks for 'tissue changes' mentioned in the slide, which is a generic request for visible histologic findings (e.g., architecture, inflammation, benign changes) rather than a specific cataloged phenotype like histologic type or receptor status; no single prototype covers this broad, open-ended inquiry about general tissue alterations.",True
TCGA-AO-A03T,which hormone receptors show positivity in the tissue?,"[""progesterone receptor positivity"", ""skin"", ""estrogen receptor positivity"", ""benign lymph nodes""]",phenotype_direct,direct,"[""P013"", ""P014""]","[""ER_status_label"", ""PR_status_label""]",0.95,"The question asks for hormone receptor positivity (ER/PR), which directly maps to the WSI-derived phenotype prototypes P013 (ER_status_label) and P014 (PR_status_label).",True
TCGA-AO-A03T,what does the slide confirm about the diagnosis?,"[""size and location of the tumor within the breast"", ""involvement of the skin by the carcinoma"", ""non-neoplastic breast tissue changes"", ""presence of benign lymph nodes""]",morphology_only,none,[],[],0.0,"The question asks for confirmation of specific histologic features (skin involvement, non-neoplastic changes, benign lymph nodes) visible on the slide, which falls under direct morphology assessment without a specific catalog prototype covering these exact multi-feature combinations.",True
TCGA-AO-A03T,what stains were performed on the tissue?,"[""estrogen and progesterone receptor positivity"", ""skin"", ""non-neoplastic breast tissue changes"", ""special stains""]",nonvisual,none,[],[],0.0,"The question asks for a list of specific stains performed, which is a procedural or report-dependent fact not derivable from H&E morphology or WSI-derived phenotype predictions.",False
TCGA-C8-A3M7,what is the histological grade of the primary tumor?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the histological grade, which is directly covered by prototype P006 (histologic_grade_label).",True
TCGA-C8-A3M7,what is the patient's karnofsky performance scale score indicating?,"[""severely symptomatic"", ""moderately symptomatic"", ""mildly symptomatic"", ""asymptomatic""]",nonvisual,none,[],[],0.0,"The Karnofsky Performance Scale is a clinical metric assessing a patient's functional status and ability to perform daily activities, which cannot be determined from histological images or WSI-derived morphological predictions.",False
TCGA-C8-A3M7,what type of carcinoma is the primary tumor?,"[""ductal carcinoma"", ""infiltrating carcinoma"", ""lobular carcinoma"", ""metastatic carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histological type of the primary carcinoma, which is directly covered by the 'histological_type_label' prototype (P001) that distinguishes between ductal, lobular, and other subtypes.",True
TCGA-C8-A3M7,is the patient currently on any medications?,"[""yes"", ""no"", ""not specified"", ""none of the above""]",nonvisual,none,[],[],0.0,"The question asks for current medication status, which is a clinical history fact not derivable from WSI morphology or standard pathology report fields available in the catalog.",False
TCGA-C8-A3M7,is there any information about the presence of distant metastasis?,"[""yes"", ""no"", ""partially mentioned"", ""not specified""]",nonvisual,none,[],[],0.0,"The question asks for clinical staging information (distant metastasis) which is a report-dependent fact or clinical record, not a feature visible on H&E or derivable from the provided WSI morphology/molecular prototypes.",False
TCGA-E9-A227,what was the size of the tumor?,"[""2.1 x 1.8 x 1.4 cm"", ""1.8 x 1.4 x 2.1 cm"", ""1.4 x 2.1 x 1.8 cm"", ""1.4 x 1.8 x 2.1 cm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not visible on H&E slides or derivable from WSI morphology prototypes.,False
TCGA-EW-A1IY,what were the findings of the examination of the sentinel node #3?,"[""no malignancy was seen."", ""malignancy was seen."", ""additional testing is in progress."", ""immunostains are negative.""]",nonvisual,none,[],[],0.0,"The question asks for the specific findings of a sentinel node examination (a clinical/pathology report fact regarding metastasis status), which is a measured assay or report result, not a WSI-derived morphological prediction.",False
TCGA-EW-A1IY,what is the size of the infiltrating ductal carcinoma in the breast?,"[""2.0 cm in greatest dimension."", ""1.5 cm in greatest dimension."", ""2.5 cm in greatest dimension."", ""1.0 cm in greatest dimension.""]",nonvisual,none,[],[],0.0,"The question asks for the macroscopic size of the tumor, which is a clinical measurement or report fact not derivable from WSI morphology prototypes.",False
TCGA-EW-A1IY,what is the nuclear grade of the infiltrating ductal carcinoma?,"[""low nuclear grade."", ""high nuclear grade."", ""intermediate nuclear grade."", ""nuclear grade not specified.""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the nuclear grade of the carcinoma, which maps directly to the 'histologic_grade_label' prototype (P006) that categorizes grades as low, intermediate, or high.",True
TCGA-EW-A1IY,were there any lymphovascular invasions observed?,"[""yes, lymphovascular invasion was observed."", ""no, lymphovascular invasion was observed."", ""lymphovascular invasion not specifie"", ""b: no, lymphovascular invasion was observed. c: lymphovascular invasion not specified. d: immunostains are negative.""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,"The question explicitly asks for the presence of lymphovascular invasion, which is directly covered by prototype P007 (lymphovascular_invasion_label).",True
TCGA-EW-A1IY,which immunostain was positive in the tumor cells?,"[""keratin."", ""estrogen receptors."", ""progesterone receptors."", ""her2-neu.""]",nonvisual,none,[],[],0.0,"The question asks for the specific immunostain result (keratin, ER, PR, HER2) shown in the tumor cells, which requires interpreting a specific IHC assay or pathology report rather than deriving the status from H&E morphology or WSI-derived phenotype predictions.",False
TCGA-LL-A442,what is the histologic grade of the infiltrating ductal carcinoma?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the histologic grade, which is directly covered by prototype P006 (histologic_grade_label).",True
TCGA-LL-A442,is there any invasive tumor seen at the surgical margins?,"[""yes"", ""no"", ""can't tell"", ""none of the above""]",nonvisual,none,[],[],0.0,"The question asks for the status of surgical margins, which is a clinical/pathology report finding regarding specimen boundaries and is not a feature visible or predictable from the WSI histological morphology prototypes provided.",False
TCGA-LL-A442,what is the size of the breast tumor?,"[""2.5 cm"", ""2.7 cm"", ""3.0 cm"", ""3.2 cm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not derivable from H&E morphology or WSI-derived phenotype prototypes.,False
TCGA-LL-A442,what is the histologic type of the breast tumor?,"[""infiltrating ductal carcinoma"", ""infiltrating lobular carcinoma"", ""mucinous carcinoma"", ""medullary carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the histologic type, which is directly covered by prototype P001 (histological_type_label) that lists all the specific carcinoma types provided in the choices.",True
TCGA-LL-A442,does the slide provide information about the hormonal receptor status of the breast cancer?,"[""yes"", ""no"", ""can't tell"", ""none of the above""]",phenotype_direct,direct,"[""P013"", ""P014"", ""P015""]","[""ER_status_label"", ""PR_status_label"", ""HER2_status_label""]",1.0,"The question asks about hormonal receptor status (ER/PR), which is directly covered by the specific molecular prototypes P013 (ER), P014 (PR), and P015 (HER2) available in the catalog.",False
TCGA-EW-A2FW,what is the size of the tumor?,"[""1.5 cm"", ""3.8 cm"", ""2.8 cm"", ""4.2 cm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not visible on H&E slides or derivable from the provided WSI-derived morphology prototypes.,False
TCGA-EW-A2FW,what is the histological grade of the invasive carcinoma?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the histological grade, which is directly covered by prototype P006 (histologic_grade_label).",True
TCGA-EW-A2FW,what is the presence of estrogen and progesterone receptors in tumor cells?,"[""50%"", ""21%"", ""5%"", ""0%""]",phenotype_direct,direct,"[""P013"", ""P014""]","[""ER_status_label"", ""PR_status_label""]",0.95,"The question explicitly asks for the presence of Estrogen (ER) and Progesterone (PR) receptors, which directly corresponds to the fields covered by prototypes P013 (ER_status_label) and P014 (PR_status_label).",False
TCGA-EW-A2FW,what is the final pathologic stage of the tumor?,"[""pt1 n0 mx"", ""pt2 n0 mx"", ""pt1 n1 mx"", ""pt2 n1 mx""]",nonvisual,none,[],[],0.0,"The question asks for the final pathologic stage (TNM classification), which is a clinical report fact dependent on tumor size, nodal status, and metastasis, not directly observable or predictable from H&E morphology alone.",False
TCGA-EW-A2FW,what is the status of her2?,"[""positive"", ""negative"", ""not performed"", ""unknown""]",phenotype_direct,direct,"[""P015""]","[""HER2_status_label""]",1.0,"The question explicitly asks for HER2 status, which is directly covered by prototype P015 (HER2_status_label).",True
TCGA-E2-A105,what size was the stellate mass found in the breast?,"[""1.0 cm"", ""1.1 cm"", ""1.5 cm"", ""2.0 cm""]",nonvisual,none,[],[],0.0,"The question asks for the macroscopic size of the mass, which is a clinical measurement found in the pathology report or radiology report, not a feature visible or predictable from the WSI histology images.",False
TCGA-E2-A105,what is the final diagnosis?,"[""invasive mammary carcinoma, ductal type"", ""invasive mammary carcinoma, tubulolobular type"", ""ductal carcinoma in situ"", ""benign tumor""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the final diagnosis, which corresponds directly to the histological type label provided in prototype P001, covering the specific carcinoma types listed in the choices.",True
TCGA-E2-A105,are the surgical margins free of tumor?,"[""yes"", ""no"", ""not mentioned"", ""only the left breast""]",nonvisual,none,[],[],0.0,"Surgical margin status is a clinical report fact regarding the physical specimen's edges, not a histologic feature visible on H&E or derivable from WSI morphology prototypes.",False
TCGA-AR-A255,what was the size of the mass that was excised?,"[""1.2 x 1.3 x 1.3 cm"", ""1.2 x 1.3 x 1.2 cm"", ""1.3 x 1.3 x 1.2 cm"", ""1.3 x 1.3 x 1.1 cm""]",nonvisual,none,[],[],0.0,"The question asks for the exact macroscopic size of the excised mass, which is a clinical measurement found in the pathology report or gross description, not a feature visible or predictable from H&E morphology or WSI analysis.",False
TCGA-A2-A0EW,what was the final pathological stage of the patient's cancer?,"[""pt1c n2 mx"", ""pt1 n0 m0"", ""pt2 n1 m0"", ""pt3 n2 m1""]",nonvisual,none,[],[],0.0,"The question asks for the final pathological stage (TNM classification), which is a clinical staging determination based on tumor size, lymph node involvement, and metastasis status. This requires specific clinical measurements and report data not derivable from WSI morphology or the provided phenotype prototypes.",False
TCGA-A2-A0EW,where in the patient's breast were the two tumors found?,"[""lower inner quadrant and upper outer quadrant"", ""lower outer quadrant and upper middle quadrant"", ""upper inner quadrant and lower middle quadrant"", ""upper outer quadrant and lower inner quadrant""]",nonvisual,none,[],[],0.0,"The question asks for the specific anatomical location (quadrants) of the tumors, which is a clinical/macroscopic finding not visible on H&E slides or derivable from the provided WSI-derived morphology prototypes.",False
TCGA-A2-A0EW,what were the tumors positive for and negative for?,"[""positive for her2 and negative for estrogen and progesterone receptors"", ""negative for her2, estrogen, and progesterone receptors"", ""positive for her2, estrogen, and progesterone receptors"", ""negative for her2, positive for estrogen and progesterone receptors""]",phenotype_direct,direct,"[""P013"", ""P014"", ""P015""]","[""ER_status_label"", ""PR_status_label"", ""HER2_status_label""]",1.0,"The question explicitly asks for the positivity/negativity status of HER2, Estrogen, and Progesterone receptors, which are directly covered by the molecular phenotype prototypes P013 (ER), P014 (PR), and P015 (HER2).",False
TCGA-A8-A08R,what is the final tumor classification for the breast?,"[""nos (not otherwise specified), g3 (grade 3), pt2n1a, lovoro"", ""nos (not otherwise specified), g2 (grade 2), pt1n0, nolo"", ""nos (not otherwise specified), g3 (grade 3), pt3n1a, nolo"", "", g3 (grade 3), pt2n1a, lovoro        b: nos (not otherwise specified), g2 (grade 2), pt1n0, nolo        c: nos (not otherwise specified), g3 (grade 3), pt3n1a, nolo        d: nod (not otherwise determined), g3 (grade 3), pt2n0, lovoro""]",nonvisual,none,[],[],0.0,"The question asks for the 'final tumor classification' which includes TNM staging (T, N, M) and specific clinical descriptors (e.g., 'lovoro' likely referring to lymphovascular invasion status in a report context), requiring exact facts from a pathology report or clinical record rather than WSI-derived morphological predictions.",False
TCGA-A8-A08R,what is the tumor diameter in the breast?,"[""2 cm"", ""3 cm"", ""4 cm"", ""5 cm""]",nonvisual,none,[],[],0.0,Tumor diameter is a macroscopic clinical measurement not visible on H&E slides or derivable from the provided WSI-derived morphology prototypes.,False
TCGA-A8-A08R,what is the type of carcinoma found in the breast?,"[""invasive lobular carcinoma"", ""invasive ductal carcinoma"", ""ductal carcinoma in situ"", ""metaplastic carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histological type of carcinoma, which is directly covered by the 'histological_type_label' prototype (P001) that classifies various carcinoma subtypes.",True
TCGA-A8-A08R,"is there any lymphatic, vascular, or perineural invasion present?","[""yes, lymphatic invasion present"", ""no"", ""yes, vascular invasion present"", ""yes, perineural invasion present""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,"Prototype P007 directly covers the presence of lymphovascular invasion, which encompasses the lymphatic and vascular invasion components queried in the question.",True
TCGA-A8-A08R,what is the grade of the tumor in the breast?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the tumor grade, which is directly covered by prototype P006 (histologic_grade_label) providing a multiclass prediction of grade 1, 2, or 3.",True
TCGA-BH-A0HL,what is the size of the tumor?,"[""3x2.5x2.4 cm"", ""3x3x3 cm"", ""2.5x2.5x2 cm"", ""2x1.5x1.5 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic clinical measurement obtained from imaging or surgical reports, not a feature visible on H&E slides or derivable from the provided WSI-derived morphology prototypes.",False
TCGA-BH-A0HL,what was found in the breast tissue besides invasive ductal carcinoma?,"[""invasive lobular carcinoma"", ""intracystic papillary carcinoma"", ""fibroadenoma"", ""fibrocystic changes""]",phenotype_direct,partial,"[""P001""]","[""histological_type_label""]",0.85,"The question asks for additional histologic findings besides invasive ductal carcinoma; prototype P001 covers the core histological type labels (including mixed ductal/lobular, lobular, etc.) which are directly visible on H&E, though it does not explicitly cover benign entities like fibroadenoma or fibrocystic changes, making the match partial but substantively useful.",True
TCGA-BH-A0HL,what percentage of the tumor mass accounts for ductal carcinoma in situ?,"[""2%"", ""5%"", ""10%"", ""15%""]",nonvisual,none,[],[],0.0,"The question asks for a specific quantitative percentage of tumor mass, which is a clinical measurement or report-dependent fact not derivable from WSI-derived morphological prototypes or direct H&E visual inspection.",False
TCGA-BH-A0HL,what is the closest margin to the tumor?,"[""0.5 cm"", ""1.2 cm"", ""2 cm"", ""3 cm""]",nonvisual,none,[],[],0.0,"The question asks for a specific macroscopic measurement (closest margin distance in cm), which is a clinical report fact or measured specimen dimension not derivable from WSI morphology or the provided phenotype catalog.",False
TCGA-BH-A0HL,what is the t stage of the tumor?,"[""pr1"", ""pr2"", ""pr3"", ""pr4""]",nonvisual,none,[],[],0.0,"The question asks for the 't stage' (tumor size/extent), which is a clinical measurement or report-dependent fact not derivable from H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-E2-A15E,what is the size of the invasive ductal carcinoma in the breast?,"[""1.1 cm"", ""0.3 cm"", ""3.2 cm"", ""0.1 cm""]",nonvisual,none,[],[],0.0,"The question asks for the exact macroscopic size of the tumor, which is a clinical measurement documented in the pathology report or radiology findings, not a feature visible or predictable from the WSI histology image alone.",False
TCGA-E2-A15E,what is the grade of the invasive ductal carcinoma in the breast?,"[""grade 3"", ""grade 2"", ""grade 1"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the histologic grade of the invasive ductal carcinoma, which is directly covered by prototype P006 (histologic_grade_label).",True
TCGA-E2-A15E,which type of carcinoma shows necrosis?,"[""ductal carcinoma in situ"", ""invasive ductal carcinoma"", ""lobular carcinoma in situ"", ""none of the above""]",phenotype_direct,partial,"[""P001"", ""P008"", ""P009""]","[""histological_type_label"", ""necrosis_binary"", ""comedonecrosis_binary""]",0.85,"The question asks to identify a carcinoma type associated with necrosis; P001 covers the histological types (including invasive ductal carcinoma which is strongly associated with comedonecrosis), while P008 and P009 provide the specific necrosis features, though the direct link between a specific type and necrosis requires combining these prototypes rather than a single direct label.",True
TCGA-E2-A15E,"what are the results for er, pr, and her2?","[""all positive"", ""all negative"", ""er and pr positive, her2 negative"", ""er and her2 positive, pr negative""]",phenotype_direct,direct,"[""P013"", ""P014"", ""P015""]","[""ER_status_label"", ""PR_status_label"", ""HER2_status_label""]",1.0,"The question explicitly asks for ER, PR, and HER2 status, which are directly covered by prototypes P013, P014, and P015 respectively.",False
TCGA-B6-A0WV,what is the size of the infiltrating tumor in the breast?,"[""1.5 cm"", ""2 cm"", ""2.1 cm"", ""3.5 cm""]",nonvisual,none,[],[],0.0,"The question asks for the exact macroscopic size of the tumor, which is a clinical measurement documented in the pathology report or surgical record and cannot be determined from WSI-derived histological prototypes.",False
TCGA-B6-A0WV,what is the histologic grade of the infiltrating ductal carcinoma?,"[""grade 1"", ""grade 2"", ""grade 3"", ""undifferentiated""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the histologic grade, which is directly covered by prototype P006 (histologic_grade_label).",True
TCGA-B6-A0WV,is there any residual carcinoma in the mastectomy specimen?,"[""yes"", ""no"", ""not mentioned"", ""not applicable""]",nonvisual,none,[],[],0.0,"The question asks for the presence of residual carcinoma in a mastectomy specimen, which is a clinical/pathological report finding regarding surgical margins and specimen status, not a feature directly visible or predictable from the WSI morphology prototypes provided.",False
TCGA-B6-A0WV,what type of proliferative changes were observed in the breast?,"[""ductal carcinoma in situ"", ""epithelial hyperplasia"", ""invasive carcinoma"", ""no proliferative changes""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The question asks for the specific type of proliferative changes (histological diagnosis), which is directly covered by the 'histological_type_label' prototype (P001) that distinguishes between DCIS, invasive carcinoma, and other types.",True
TCGA-B6-A0WV,is there any vascular invasion identified in the biopsied sample?,"[""yes"", ""no"", ""not mentioned"", ""not applicable""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,"Prototype P007 directly covers the lymphovascular invasion label, which is the specific feature requested in the question.",True
TCGA-E9-A1RA,what type of carcinoma was observed?,"[""invasive lobular carcinoma"", ""inflammatory carcinoma"", ""invasive ductal carcinoma"", ""metaplastic carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histological type of carcinoma, which is directly covered by the 'histological_type_label' field in prototype P001.",True
TCGA-E9-A1RA,what was the size of the lump in the breast?,"[""0.8 x 1.2 cm"", ""1.2 x 1.3 cm"", ""1.5 x 1.7 cm"", ""2.0 x 2.2 cm""]",nonvisual,none,[],[],0.0,"The question asks for the macroscopic size of the lump, which is a clinical measurement found in the patient's report or physical exam, not a feature visible or predictable from the histological WSI image.",False
TCGA-E9-A1RA,were there any specific histological details provided?,"[""yes"", ""no"", ""not specified"", ""insufficient information""]",nonvisual,none,[],[],0.0,"The question asks for the existence of 'specific histological details' in the provided text/report, which is a metadata or report-content verification task rather than a request to identify a specific histologic phenotype visible on the WSI.",False
TCGA-E9-A1RA,what is the extent of the tumor?,"[""unknown"", ""localized"", ""invasive"", ""metastatic""]",nonvisual,none,[],[],0.0,"The question asks for the clinical extent of the tumor (localized vs metastatic), which is a macroscopic staging or clinical status determined by imaging, surgery, or pathology reports, not a feature directly visible or predictable from H&E morphology alone.",False
TCGA-BH-A0BT,what were the characteristics of the invasive ductal carcinoma in the breast segmental mastectomy?,"[""tumor measuring 2.0 cm."", ""ductal carcinoma with comedo necrosis."", ""presence of cribriform type."", ""all of the above.""]",phenotype_direct,direct,"[""P001"", ""P008"", ""P009""]","[""histological_type_label"", ""necrosis_binary"", ""comedonecrosis_binary""]",0.95,"The question asks for characteristics of invasive ductal carcinoma, which directly maps to the histological type (P001), and the specific features of comedo necrosis (P009) and general necrosis (P008) are available as WSI-derived phenotype prototypes.",True
TCGA-BH-A0BT,what is the result in the medial new margin?,"[""positive for tumor."", ""negative for tumor."", ""tumor size not mentione"", ""d: not applicable.""]",nonvisual,none,[],[],0.0,"The question asks for the status of a specific surgical margin ('medial new margin'), which is a clinical/pathology report finding regarding the presence or absence of tumor at the cut edge, not a histological feature visible within the tumor tissue itself on H&E or derivable from the provided WSI morphology prototypes.",False
TCGA-BH-A0HX,what is the nottingham grade for the ductal carcinoma in the breast?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006"", ""P011""]","[""histologic_grade_label"", ""nottingham_total_score""]",0.95,"The question asks for the Nottingham grade, which corresponds directly to the histologic_grade_label (P006) and nottingham_total_score (P011) prototypes in the catalog.",True
TCGA-BH-A0HX,what is the hormone receptor status of the tumor in the breast?,"[""estrogen receptor positive and progesterone receptor negative"", ""estrogen receptor negative and progesterone receptor positive"", ""estrogen receptor positive and progesterone receptor positive"", ""estrogen receptor negative and progesterone receptor negative""]",phenotype_direct,direct,"[""P013"", ""P014""]","[""ER_status_label"", ""PR_status_label""]",1.0,"The question explicitly asks for ER and PR status, which are directly covered by prototypes P013 (ER_status_label) and P014 (PR_status_label).",False
