case_id,question,choices,route,task_match,selected_prototype_ids,target_phenotypes,phenotype_relevance_score,reason,use_pathology_agent
TCGA-AC-A2FG,what is the status of the surgical margins?,"[""negative"", ""positive"", ""uncertain"", ""tumor not transected""]",nonvisual,none,[],[],0.0,"Surgical margin status (negative, positive, uncertain) is a global assessment of the entire specimen's cut edges, which cannot be determined from local H&E patches or the provided WSI-derived morphology prototypes.",False
TCGA-AC-A2FG,what other findings were observed in the pathological slide?,"[""no other findings"", ""fibroids and hemorrhage"", ""ductal carcinoma in situ"", ""axillary node involvement""]",morphology_only,none,[],[],0.0,"The question asks for 'other findings' which includes non-prototypical entities like fibroids and hemorrhage that are not covered by the available histological type or binary feature prototypes, requiring local H&E morphology assessment.",True
TCGA-A2-A259,what was the grade of the invasive ductal carcinoma present in the patient's breast?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the histologic grade (Grade 1, 2, or 3), which is directly covered by the histologic_grade_label prototype (P006) that distinguishes these specific classes.",True
TCGA-A2-A259,what were the findings related to her2 neu in the patient's breast tissue?,"[""her2 neu was positive"", ""her2 neu was negative"", ""there were no findings related to her2 neu"", ""poorly differentiated her2 neu found""]",phenotype_direct,direct,"[""P015""]","[""HER2_status_label""]",1.0,"The question asks for the HER2 status, which is directly covered by the HER2_status_label prototype (P015) distinguishing positive and negative states.",True
TCGA-A2-A259,what was the size of the patient's tumor?,"[""1.0 cm"", ""1.5 cm"", ""2.0 cm"", ""2.5 cm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic measurement not derivable from H&E morphology or the provided WSI-derived phenotype prototypes.,False
TCGA-A2-A259,which hormone receptors were positive in the patient's breast tissue?,"[""estrogen receptors only"", ""progesterone receptors only"", ""both estrogen and progesterone receptors"", ""no hormone receptors were present""]",phenotype_direct,direct,"[""P013"", ""P014""]","[""ER_status_label"", ""PR_status_label""]",1.0,"The question asks for the status of estrogen and progesterone receptors, which are directly covered by the ER_status_label (P013) and PR_status_label (P014) prototypes, allowing for a complete distinction among the provided choices.",True
TCGA-A2-A259,what type of carcinoma was present along with invasive ductal carcinoma?,"[""invasive lobular carcinoma"", ""adrenocarcinoma"", ""squamous cell carcinoma"", ""carcinoid tumor""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks to identify a specific histologic carcinoma type from a list of distinct morphological entities, which is directly covered by the histological_type_label prototype (P001) that distinguishes between ductal, lobular, and other carcinoma types.",True
TCGA-A1-A0SJ,what is the pathological finding of the breast?,"[""invasive ductal carcinoma with dcis and microcalcifications"", ""invasive lobular carcinoma with dcis"", ""invasive ductal carcinoma with invasive lobular carcinoma"", ""dcis only""]",phenotype_direct,direct,"[""P001"", ""P002"", ""P003"", ""P004""]","[""histological_type_label"", ""ductal_binary"", ""lobular_binary"", ""dcis_binary""]",0.95,"The choices distinguish between invasive ductal, invasive lobular, mixed, and DCIS-only types, which are fully covered by the histological_type_label (P001) and the binary presence of ductal (P002), lobular (P003), and DCIS (P004) components.",True
TCGA-A1-A0SJ,what is the immunohistochemical finding of the tumor?,"[""renal cell carcinoma"", ""renal tumor"", ""angiomyolipoma"", ""oncocytoma""]",nonvisual,none,[],[],0.0,"The question asks for the immunohistochemical finding of a tumor with choices (renal cell carcinoma, renal tumor, angiomyolipoma, oncocytoma) that are non-breast entities; the provided prototype catalog is strictly limited to breast pathology (ductal/lobular carcinoma, ER/PR/HER2, etc.) and contains no prototypes or visual evidence capable of distinguishing renal tumor subtypes.",False
TCGA-E9-A1N6,what was the size of the breast tumor?,"[""2.3 x 2.3 x 2 cm"", ""2.3 x 2.3 x 2 mm"", ""2.3 x 2.3 x 2 um"", ""2.3 x 2.3 x 2 nm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement requiring gross pathology or report data, which cannot be determined from WSI-derived morphology prototypes or local H&E patches.",False
TCGA-E9-A1N6,was the tumor well-differentiated or poorly differentiated?,"[""well-differentiated"", ""poorly differentiated"", ""moderately differentiated"", ""undifferentiated""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for tumor differentiation (well/poorly/moderately/undifferentiated), which is semantically equivalent to histologic grade (Grade 1/2/3) directly covered by prototype P006.",True
TCGA-E9-A1N6,what type of carcinoma was identified in the tumor?,"[""infiltrating lobular carcinoma"", ""infiltrating ductal carcinoma"", ""inflammatory carcinoma"", ""medullary carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histologic type of carcinoma, which is directly covered by the 'histological_type_label' prototype (P001) that distinguishes between infiltrating ductal, infiltrating lobular, medullary, and other types listed in the choices.",True
TCGA-E9-A1N6,what was the missing data preventing the determination of the nottingham histologic score?,"[""tubule formation, nuclear pleomorphism, and mitotic count"", ""tubule formation, nuclear pleomorphism, and lymph node invasion"", ""tubule formation, nuclear pleomorphism, and tumor extent"", ""tubule formation, nuclear pleomorphism, and margin status""]",nonvisual,none,[],[],0.0,"The Nottingham Histologic Score is calculated from three specific morphological parameters (tubule formation, nuclear pleomorphism, and mitotic count); the question asks to identify the missing data preventing the score's determination, which is a factual query about the definition of the score rather than a request to assess these features on the provided image.",False
TCGA-E9-A1N6,was any information provided on neo-adjuvant treatment?,"[""yes"", ""no"", ""unclear"", ""insufficient""]",nonvisual,none,[],[],0.0,"The question asks for clinical treatment history (neo-adjuvant therapy), which is a metadata or report fact not derivable from H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-LL-A5YP,what was the size of the high-grade ductal carcinoma in situ (dcis) in the breast?,"[""1.8 cm"", ""2.5 cm"", ""3.2 cm"", ""4.5 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement requiring whole-specimen assessment or report data, which cannot be determined from local H&E morphology patches or the available WSI-derived phenotype prototypes.",False
TCGA-LL-A5YP,what was the grade of the invasive ductal carcinoma in the breast?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the histologic grade (Grade 1, 2, or 3), which is directly covered by the histologic_grade_label prototype (P006) that distinguishes these specific classes.",True
TCGA-LL-A5YP,were the margins involved with tumor?,"[""yes"", ""no"", ""cannot determine"", ""not mentioned""]",nonvisual,none,[],[],0.0,"Determining whether surgical margins are involved requires assessment of the entire specimen's periphery, which is a global macroscopic/exhaustive fact not covered by local H&E morphology prototypes or WSI-derived predictions.",False
TCGA-LL-A5YP,what additional findings were noted apart from the carcinomas?,"[""proliferative fibrocystic changes and neurofibromatosis"", ""invasive lobular carcinoma and fibroadenoma"", ""ductal carcinoma in situ (dcis) and mastitis"", ""metastatic carcinoma and ductal hyperplasia""]",morphology_only,none,[],[],0.0,"The question asks for 'additional findings' such as fibrocystic changes, mastitis, or neurofibromatosis, which are benign or inflammatory morphological entities not covered by the provided carcinoma-focused prototypes (P001-P017).",True
TCGA-AO-A03T,what type of cancer is mentioned in the slide?,"[""invasive ductal carcinoma"", ""benign lymph nodes"", ""non-neoplastic breast tissue changes"", ""estrogen and progesterone receptor positivity""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The question asks for the specific cancer type, which is directly covered by the histological_type_label prototype (P001) that distinguishes between carcinoma types like ductal, lobular, and in situ variants.",True
TCGA-AO-A03T,where has the tumor spread to?,"[""skin"", ""right axilla"", ""non-neoplastic breast tissue changes"", ""left axilla""]",nonvisual,none,[],[],0.0,"The question asks for the specific anatomical sites of tumor spread (skin, axillae), which represents global specimen distribution and metastatic status not assessable from local H&E morphology or the provided histological/molecular prototypes.",False
TCGA-AO-A03T,what type of tissue changes are mentioned in the slide?,"[""invasive ductal carcinoma"", ""left axilla"", ""non-neoplastic breast tissue changes"", ""estrogen and progesterone receptor positivity""]",morphology_only,none,[],[],0.0,"The question asks for a description of tissue changes (morphology) including benign/non-neoplastic features, which cannot be resolved by the provided histological type or receptor prototypes that focus on carcinoma classification and molecular status.",True
TCGA-AO-A03T,which hormone receptors show positivity in the tissue?,"[""progesterone receptor positivity"", ""skin"", ""estrogen receptor positivity"", ""benign lymph nodes""]",phenotype_direct,direct,"[""P013"", ""P014""]","[""ER_status_label"", ""PR_status_label""]",0.95,"The question asks for hormone receptor positivity, which is directly covered by the ER_status_label (P013) and PR_status_label (P014) prototypes that distinguish positive from negative states.",True
TCGA-AO-A03T,what does the slide confirm about the diagnosis?,"[""size and location of the tumor within the breast"", ""involvement of the skin by the carcinoma"", ""non-neoplastic breast tissue changes"", ""presence of benign lymph nodes""]",nonvisual,none,[],[],0.0,"The question asks for macroscopic and clinical findings (tumor size/location, skin involvement, benign lymph nodes) that are not assessable from local H&E morphology patches or covered by the available histological/molecular prototypes.",False
TCGA-AO-A03T,what stains were performed on the tissue?,"[""estrogen and progesterone receptor positivity"", ""skin"", ""non-neoplastic breast tissue changes"", ""special stains""]",nonvisual,none,[],[],0.0,"The question asks for a list of stains performed, which is a procedural or report-based fact not derivable from H&E morphology or the provided molecular status prototypes (ER/PR/HER2 predict status, not the specific stains used).",False
TCGA-C8-A3M7,what is the histological grade of the primary tumor?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the histological grade, which is directly covered by the histologic_grade_label prototype (P006) that distinguishes between grade 1, 2, and 3.",True
TCGA-C8-A3M7,what is the patient's karnofsky performance scale score indicating?,"[""severely symptomatic"", ""moderately symptomatic"", ""mildly symptomatic"", ""asymptomatic""]",nonvisual,none,[],[],0.0,"Karnofsky Performance Scale is a clinical metric assessing patient functional status and symptoms, which cannot be inferred from breast histology morphology or molecular phenotype prototypes.",False
TCGA-C8-A3M7,what type of carcinoma is the primary tumor?,"[""ductal carcinoma"", ""infiltrating carcinoma"", ""lobular carcinoma"", ""metastatic carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The histological_type_label prototype (P001) directly covers the specific carcinoma types listed in the choices (ductal, lobular, and metastatic contexts), allowing for a complete distinction among the options.",True
TCGA-C8-A3M7,is the patient currently on any medications?,"[""yes"", ""no"", ""not specified"", ""none of the above""]",nonvisual,none,[],[],0.0,"The question asks for current medication status, which is a clinical history fact not derivable from H&E morphology or the provided pathology prototypes.",False
TCGA-C8-A3M7,is there any information about the presence of distant metastasis?,"[""yes"", ""no"", ""partially mentioned"", ""not specified""]",nonvisual,none,[],[],0.0,Distant metastasis status is a global clinical fact or report finding not assessable from local H&E morphology or the provided WSI-derived phenotype prototypes.,False
TCGA-E9-A227,what was the size of the tumor?,"[""2.1 x 1.8 x 1.4 cm"", ""1.8 x 1.4 x 2.1 cm"", ""1.4 x 2.1 x 1.8 cm"", ""1.4 x 1.8 x 2.1 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement requiring the gross pathology report or physical specimen data, which cannot be inferred from WSI-derived morphology prototypes or local H&E patches.",False
TCGA-EW-A1IY,what were the findings of the examination of the sentinel node #3?,"[""no malignancy was seen."", ""malignancy was seen."", ""additional testing is in progress."", ""immunostains are negative.""]",nonvisual,none,[],[],0.0,"The question asks for the specific examination findings of a sentinel node (a clinical/pathology report fact regarding metastasis status), which cannot be determined by WSI-derived morphology prototypes designed for primary tumor histology, grading, or receptor status.",False
TCGA-EW-A1IY,what is the size of the infiltrating ductal carcinoma in the breast?,"[""2.0 cm in greatest dimension."", ""1.5 cm in greatest dimension."", ""2.5 cm in greatest dimension."", ""1.0 cm in greatest dimension.""]",nonvisual,none,[],[],0.0,"Tumor size in centimeters is a macroscopic measurement requiring whole-specimen assessment or clinical report data, which cannot be determined from local H&E morphology patches or the provided histological phenotype prototypes.",False
TCGA-EW-A1IY,what is the nuclear grade of the infiltrating ductal carcinoma?,"[""low nuclear grade."", ""high nuclear grade."", ""intermediate nuclear grade."", ""nuclear grade not specified.""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the nuclear grade of infiltrating ductal carcinoma, which is directly covered by the histologic_grade_label prototype (P006) that distinguishes low, intermediate, and high grades.",True
TCGA-EW-A1IY,were there any lymphovascular invasions observed?,"[""yes, lymphovascular invasion was observed."", ""no, lymphovascular invasion was observed."", ""lymphovascular invasion not specifie"", ""b: no, lymphovascular invasion was observed. c: lymphovascular invasion not specified. d: immunostains are negative.""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,"The question asks for the presence of lymphovascular invasion, which is directly covered by the lymphovascular_invasion_label prototype (P007) distinguishing between negative and positive.",True
TCGA-EW-A1IY,which immunostain was positive in the tumor cells?,"[""keratin."", ""estrogen receptors."", ""progesterone receptors."", ""her2-neu.""]",nonvisual,none,[],[],0.0,"The question asks for the specific immunostain that was positive, which requires identifying a measured laboratory result or report fact among multiple specific markers (Keratin, ER, PR, HER2); the available prototypes only predict binary positive/negative status for ER and HER2, cannot distinguish between the four specific options provided, and do not cover Keratin or PR status, making this a nonvisual task requiring external report data.",False
TCGA-LL-A442,what is the histologic grade of the infiltrating ductal carcinoma?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the histologic grade, which is directly covered by the histologic_grade_label prototype (P006) that distinguishes between grade 1, 2, and 3.",True
TCGA-LL-A442,is there any invasive tumor seen at the surgical margins?,"[""yes"", ""no"", ""can't tell"", ""none of the above""]",nonvisual,none,[],[],0.0,"Determining the presence of invasive tumor at surgical margins requires assessment of the entire specimen's peripheral boundaries, which is a global exhaustive specimen fact not covered by local H&E morphology prototypes or WSI-derived phenotype predictions.",False
TCGA-LL-A442,what is the size of the breast tumor?,"[""2.5 cm"", ""2.7 cm"", ""3.0 cm"", ""3.2 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement requiring whole-specimen assessment or clinical report data, which cannot be determined from local H&E morphology patches or the available WSI-derived phenotype prototypes.",False
TCGA-LL-A442,what is the histologic type of the breast tumor?,"[""infiltrating ductal carcinoma"", ""infiltrating lobular carcinoma"", ""mucinous carcinoma"", ""medullary carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histologic type among four distinct carcinoma subtypes, which is exactly covered by the 'histological_type_label' prototype (P001) that distinguishes between ductal, lobular, medullary, and mucinous carcinomas.",True
TCGA-LL-A442,does the slide provide information about the hormonal receptor status of the breast cancer?,"[""yes"", ""no"", ""can't tell"", ""none of the above""]",phenotype_direct,direct,"[""P013"", ""P014"", ""P015""]","[""ER_status_label"", ""PR_status_label"", ""HER2_status_label""]",1.0,"The question asks for hormonal receptor status (ER/PR), which is directly covered by the ER_status_label, PR_status_label, and HER2_status_label prototypes that provide positive/negative predictions.",True
TCGA-EW-A2FW,what is the size of the tumor?,"[""1.5 cm"", ""3.8 cm"", ""2.8 cm"", ""4.2 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement requiring whole-specimen assessment or clinical report data, which cannot be determined from local H&E morphology patches or the available WSI-derived phenotype prototypes.",False
TCGA-EW-A2FW,what is the histological grade of the invasive carcinoma?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the histological grade, which is directly covered by the histologic_grade_label prototype (P006) that distinguishes between grade 1, 2, and 3.",True
TCGA-EW-A2FW,what is the presence of estrogen and progesterone receptors in tumor cells?,"[""50%"", ""21%"", ""5%"", ""0%""]",nonvisual,none,[],[],0.0,"The question asks for specific quantitative percentages of receptor positivity (50%, 21%, 5%, 0%), which requires a measured IHC assay result or report fact; the available prototypes only provide binary positive/negative status predictions and cannot distinguish these specific percentage values.",False
TCGA-EW-A2FW,what is the final pathologic stage of the tumor?,"[""pt1 n0 mx"", ""pt2 n0 mx"", ""pt1 n1 mx"", ""pt2 n1 mx""]",nonvisual,none,[],[],0.0,"The question asks for the final pathologic stage (TNM components like T size, N nodes, M distant metastasis), which requires exact clinical measurements, nodal counts, and metastasis status not derivable from local H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-EW-A2FW,what is the status of her2?,"[""positive"", ""negative"", ""not performed"", ""unknown""]",phenotype_direct,direct,"[""P015""]","[""HER2_status_label""]",1.0,"The question asks for HER2 status, which is directly covered by the HER2_status_label prototype (P015) that distinguishes between positive and negative states.",True
TCGA-E2-A105,what size was the stellate mass found in the breast?,"[""1.0 cm"", ""1.1 cm"", ""1.5 cm"", ""2.0 cm""]",nonvisual,none,[],[],0.0,"The question asks for the exact macroscopic size of the mass, which is a measured clinical fact or report attribute not derivable from H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-E2-A105,what is the final diagnosis?,"[""invasive mammary carcinoma, ductal type"", ""invasive mammary carcinoma, tubulolobular type"", ""ductal carcinoma in situ"", ""benign tumor""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The histological_type_label prototype (P001) directly maps to the specific carcinoma subtypes and DCIS/benign categories listed in the choices, allowing for a definitive distinction among all options.",True
TCGA-E2-A105,are the surgical margins free of tumor?,"[""yes"", ""no"", ""not mentioned"", ""only the left breast""]",nonvisual,none,[],[],0.0,"Determining if surgical margins are free of tumor requires assessing the entire specimen's peripheral boundaries, which is a global macroscopic and microscopic extent fact not covered by local H&E morphology prototypes or WSI-derived phenotype predictions.",False
TCGA-AR-A255,what was the size of the mass that was excised?,"[""1.2 x 1.3 x 1.3 cm"", ""1.2 x 1.3 x 1.2 cm"", ""1.3 x 1.3 x 1.2 cm"", ""1.3 x 1.3 x 1.1 cm""]",nonvisual,none,[],[],0.0,"The question asks for the exact macroscopic dimensions of the excised mass, which is a measured clinical fact or report metadata not derivable from H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-A2-A0EW,what was the final pathological stage of the patient's cancer?,"[""pt1c n2 mx"", ""pt1 n0 m0"", ""pt2 n1 m0"", ""pt3 n2 m1""]",nonvisual,none,[],[],0.0,"The question asks for the final pathological stage (e.g., pT1c N2 Mx), which is a specific clinical staging classification based on tumor size, nodal status, and metastasis. This requires exact macroscopic measurements, surgical findings, and clinical history that are not assessable from local H&E morphology patches or covered by the available WSI-derived phenotype prototypes (which only predict general histology, grade, or binary features like LVI, not the specific TNM components required for staging).",False
TCGA-A2-A0EW,where in the patient's breast were the two tumors found?,"[""lower inner quadrant and upper outer quadrant"", ""lower outer quadrant and upper middle quadrant"", ""upper inner quadrant and lower middle quadrant"", ""upper outer quadrant and lower inner quadrant""]",nonvisual,none,[],[],0.0,"The question asks for the specific anatomical location of tumors within the breast quadrants, which is a macroscopic clinical finding or report fact not derivable from local H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-A2-A0EW,what were the tumors positive for and negative for?,"[""positive for her2 and negative for estrogen and progesterone receptors"", ""negative for her2, estrogen, and progesterone receptors"", ""positive for her2, estrogen, and progesterone receptors"", ""negative for her2, positive for estrogen and progesterone receptors""]",phenotype_direct,direct,"[""P013"", ""P014"", ""P015""]","[""ER_status_label"", ""PR_status_label"", ""HER2_status_label""]",1.0,"The question asks for the specific positive/negative status of HER2, Estrogen (ER), and Progesterone (PR) receptors, which are directly covered by the ER_status_label (P013), PR_status_label (P014), and HER2_status_label (P015) prototypes.",True
TCGA-A8-A08R,what is the final tumor classification for the breast?,"[""nos (not otherwise specified), g3 (grade 3), pt2n1a, lovoro"", ""nos (not otherwise specified), g2 (grade 2), pt1n0, nolo"", ""nos (not otherwise specified), g3 (grade 3), pt3n1a, nolo"", "", g3 (grade 3), pt2n1a, lovoro        b: nos (not otherwise specified), g2 (grade 2), pt1n0, nolo        c: nos (not otherwise specified), g3 (grade 3), pt3n1a, nolo        d: nod (not otherwise determined), g3 (grade 3), pt2n0, lovoro""]",nonvisual,none,[],[],0.0,"The question asks for the final tumor classification (TNM stage pT/pN and grade), which requires exact macroscopic measurements (tumor size, lymph node status) and clinical staging data not derivable from local H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-A8-A08R,what is the tumor diameter in the breast?,"[""2 cm"", ""3 cm"", ""4 cm"", ""5 cm""]",nonvisual,none,[],[],0.0,"Tumor diameter is an exact macroscopic measurement requiring clinical report or gross examination data, which cannot be derived from WSI-derived morphology prototypes or local H&E patches.",False
TCGA-A8-A08R,what is the type of carcinoma found in the breast?,"[""invasive lobular carcinoma"", ""invasive ductal carcinoma"", ""ductal carcinoma in situ"", ""metaplastic carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks to identify the specific histologic type of carcinoma from a list of distinct categories (IDC, ILC, DCIS, Metaplastic), which is the exact label space covered by the histological_type_label prototype (P001).",True
TCGA-A8-A08R,"is there any lymphatic, vascular, or perineural invasion present?","[""yes, lymphatic invasion present"", ""no"", ""yes, vascular invasion present"", ""yes, perineural invasion present""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,"The lymphovascular invasion prototype (P007) directly covers the presence of lymphatic and vascular invasion required to distinguish the 'yes' and 'no' choices, though it does not specifically distinguish perineural invasion.",True
TCGA-A8-A08R,what is the grade of the tumor in the breast?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the tumor grade, which is directly covered by the histologic_grade_label prototype (P006) that distinguishes between grade 1, 2, and 3.",True
TCGA-BH-A0HL,what is the size of the tumor?,"[""3x2.5x2.4 cm"", ""3x3x3 cm"", ""2.5x2.5x2 cm"", ""2x1.5x1.5 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement requiring gross pathology or clinical report data, which cannot be inferred from WSI-derived morphological prototypes or local H&E patches.",False
TCGA-BH-A0HL,what was found in the breast tissue besides invasive ductal carcinoma?,"[""invasive lobular carcinoma"", ""intracystic papillary carcinoma"", ""fibroadenoma"", ""fibrocystic changes""]",morphology_only,none,[],[],0.0,"The question asks for specific benign or additional histologic entities (fibroadenoma, fibrocystic changes) or distinct carcinoma types (ILC, papillary) that are not covered by the provided carcinoma-type prototypes (P001-P005) which focus on ductal/lobular/mixed categories and lack specific benign lesion or papillary architecture labels.",True
TCGA-BH-A0HL,what percentage of the tumor mass accounts for ductal carcinoma in situ?,"[""2%"", ""5%"", ""10%"", ""15%""]",nonvisual,none,[],[],0.0,"The question asks for a specific quantitative percentage of tumor mass, which is a global specimen measurement or report fact not derivable from local H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-BH-A0HL,what is the closest margin to the tumor?,"[""0.5 cm"", ""1.2 cm"", ""2 cm"", ""3 cm""]",nonvisual,none,[],[],0.0,"The question asks for a specific macroscopic measurement (closest margin distance in cm), which is a report-dependent clinical fact or global specimen dimension not derivable from local H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-BH-A0HL,what is the t stage of the tumor?,"[""pr1"", ""pr2"", ""pr3"", ""pr4""]",nonvisual,none,[],[],0.0,"The question asks for the T stage, which is a clinical/pathological staging metric (tumor size, node status, metastasis) not covered by the available morphology or molecular prototypes, and requires information beyond local H&E patch analysis.",False
TCGA-E2-A15E,what is the size of the invasive ductal carcinoma in the breast?,"[""1.1 cm"", ""0.3 cm"", ""3.2 cm"", ""0.1 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement requiring whole-specimen assessment or clinical report data, which cannot be determined from local H&E morphology patches or the available WSI-derived phenotype prototypes.",False
TCGA-E2-A15E,what is the grade of the invasive ductal carcinoma in the breast?,"[""grade 3"", ""grade 2"", ""grade 1"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the histologic grade (Grade 1, 2, or 3), which is directly covered by the histologic_grade_label prototype (P006) that distinguishes these specific classes.",True
TCGA-E2-A15E,which type of carcinoma shows necrosis?,"[""ductal carcinoma in situ"", ""invasive ductal carcinoma"", ""lobular carcinoma in situ"", ""none of the above""]",phenotype_direct,direct,"[""P001"", ""P008""]","[""histological_type_label"", ""necrosis_binary""]",0.95,"The question asks which carcinoma type shows necrosis; P001 identifies the carcinoma type (DCIS vs IDC vs LCIS) and P008 directly predicts the presence of necrosis, allowing the system to distinguish the correct choice based on the known association of comedonecrosis with DCIS.",True
TCGA-E2-A15E,"what are the results for er, pr, and her2?","[""all positive"", ""all negative"", ""er and pr positive, her2 negative"", ""er and her2 positive, pr negative""]",phenotype_direct,direct,"[""P013"", ""P014"", ""P015""]","[""ER_status_label"", ""PR_status_label"", ""HER2_status_label""]",1.0,"The question asks for the status of ER, PR, and HER2, which are directly covered by prototypes P013, P014, and P015 respectively, allowing for a complete distinction among the provided receptor status choices.",True
TCGA-B6-A0WV,what is the size of the infiltrating tumor in the breast?,"[""1.5 cm"", ""2 cm"", ""2.1 cm"", ""3.5 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement requiring whole-specimen assessment or clinical report data, which cannot be determined from local H&E morphology patches or the available WSI-derived phenotype prototypes.",False
TCGA-B6-A0WV,what is the histologic grade of the infiltrating ductal carcinoma?,"[""grade 1"", ""grade 2"", ""grade 3"", ""undifferentiated""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the histologic grade, which is directly covered by the histologic_grade_label prototype (P006) that distinguishes between grade 1, grade 2, and grade 3.",True
TCGA-B6-A0WV,is there any residual carcinoma in the mastectomy specimen?,"[""yes"", ""no"", ""not mentioned"", ""not applicable""]",nonvisual,none,[],[],0.0,"Determining if residual carcinoma exists in a mastectomy specimen requires assessing the entire gross specimen and microscopic examination of all tissue blocks, which exceeds the scope of local WSI patches and available phenotype prototypes that only predict specific features within limited fields of view.",False
TCGA-B6-A0WV,what type of proliferative changes were observed in the breast?,"[""ductal carcinoma in situ"", ""epithelial hyperplasia"", ""invasive carcinoma"", ""no proliferative changes""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The histological_type_label prototype (P001) directly covers the specific carcinoma types (DCIS, invasive) and the absence of proliferative changes listed in the choices, allowing for a complete distinction among all options.",True
TCGA-B6-A0WV,is there any vascular invasion identified in the biopsied sample?,"[""yes"", ""no"", ""not mentioned"", ""not applicable""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,"The question asks for the presence of vascular invasion, which is directly covered by the lymphovascular_invasion_label prototype (P007) distinguishing between negative and positive.",True
TCGA-E9-A1RA,what type of carcinoma was observed?,"[""invasive lobular carcinoma"", ""inflammatory carcinoma"", ""invasive ductal carcinoma"", ""metaplastic carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histologic type of carcinoma, which is directly covered by the 'histological_type_label' prototype (P001) that distinguishes between ductal, lobular, metaplastic, and other carcinoma types.",True
TCGA-E9-A1RA,what was the size of the lump in the breast?,"[""0.8 x 1.2 cm"", ""1.2 x 1.3 cm"", ""1.5 x 1.7 cm"", ""2.0 x 2.2 cm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic measurement not assessable from H&E morphology or any provided WSI-derived phenotype prototypes.,False
TCGA-E9-A1RA,were there any specific histological details provided?,"[""yes"", ""no"", ""not specified"", ""insufficient information""]",nonvisual,none,[],[],0.0,"The question asks for the existence of 'specific histological details' in the provided text/context, which is a metadata or report-fact query not resolvable by WSI-derived phenotype prototypes or local H&E morphology patches.",False
