updated_at,processed,selected_total,answered,abstained,coverage,selective_accuracy,correct,errors,accuracy,accuracy_scorable,supported_accuracy,unsupported_accuracy,json_parse_failures,answers_outside_choices,multifield_incomplete,structured_overrides,tumor_type_accuracy,receptor_status_accuracy,her2_expression_accuracy,histological_grading_accuracy,molecular_subtype_accuracy,case_id,task,task_match,dataset_task,slidebench_category,last_correct,last_error
2026-08-30T19:28:59+08:00,243,1058,243,0,1.0,0.7448559670781894,181,0,0.7448559670781894,0.7448559670781894,0.7448559670781894,,0,0,0,3,0.7448559670781894,,,,,243,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T19:30:31+08:00,244,1058,244,0,1.0,0.7418032786885246,181,0,0.7418032786885246,0.7418032786885246,0.7418032786885246,,0,0,0,3,0.7418032786885246,,,,,244,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T19:30:42+08:00,245,1058,245,0,1.0,0.7428571428571429,182,0,0.7428571428571429,0.7428571428571429,0.7428571428571429,,0,0,0,3,0.7428571428571429,,,,,245,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:30:52+08:00,246,1058,246,0,1.0,0.7439024390243902,183,0,0.7439024390243902,0.7439024390243902,0.7439024390243902,,0,0,0,3,0.7439024390243902,,,,,246,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:32:22+08:00,247,1058,247,0,1.0,0.7408906882591093,183,0,0.7408906882591093,0.7408906882591093,0.7408906882591093,,0,0,0,3,0.7408906882591093,,,,,247,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T19:32:33+08:00,248,1058,248,0,1.0,0.7419354838709677,184,0,0.7419354838709677,0.7419354838709677,0.7419354838709677,,0,0,0,3,0.7419354838709677,,,,,248,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:33:43+08:00,249,1058,249,0,1.0,0.7389558232931727,184,0,0.7389558232931727,0.7389558232931727,0.7389558232931727,,0,0,0,3,0.7389558232931727,,,,,249,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T19:33:53+08:00,250,1058,250,0,1.0,0.74,185,0,0.74,0.74,0.74,,0,0,0,3,0.74,,,,,250,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:35:25+08:00,251,1058,251,0,1.0,0.7370517928286853,185,0,0.7370517928286853,0.7370517928286853,0.7370517928286853,,0,0,0,3,0.7370517928286853,,,,,251,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T19:35:35+08:00,252,1058,252,0,1.0,0.7380952380952381,186,0,0.7380952380952381,0.7380952380952381,0.7380952380952381,,0,0,0,3,0.7380952380952381,,,,,252,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:35:46+08:00,253,1058,253,0,1.0,0.7391304347826086,187,0,0.7391304347826086,0.7391304347826086,0.7391304347826086,,0,0,0,3,0.7391304347826086,,,,,253,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:35:56+08:00,254,1058,254,0,1.0,0.7401574803149606,188,0,0.7401574803149606,0.7401574803149606,0.7401574803149606,,0,0,0,3,0.7401574803149606,,,,,254,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:36:08+08:00,255,1058,255,0,1.0,0.7411764705882353,189,0,0.7411764705882353,0.7411764705882353,0.7411764705882353,,0,0,0,3,0.7411764705882353,,,,,255,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:36:19+08:00,256,1058,256,0,1.0,0.7421875,190,0,0.7421875,0.7421875,0.7421875,,0,0,0,3,0.7421875,,,,,256,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:36:29+08:00,257,1058,257,0,1.0,0.7431906614785992,191,0,0.7431906614785992,0.7431906614785992,0.7431906614785992,,0,0,0,3,0.7431906614785992,,,,,257,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:36:40+08:00,258,1058,258,0,1.0,0.7441860465116279,192,0,0.7441860465116279,0.7441860465116279,0.7441860465116279,,0,0,0,3,0.7441860465116279,,,,,258,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:36:52+08:00,259,1058,259,0,1.0,0.7451737451737451,193,0,0.7451737451737451,0.7451737451737451,0.7451737451737451,,0,0,0,3,0.7451737451737451,,,,,259,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:37:03+08:00,260,1058,260,0,1.0,0.7461538461538462,194,0,0.7461538461538462,0.7461538461538462,0.7461538461538462,,0,0,0,3,0.7461538461538462,,,,,260,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:37:14+08:00,261,1058,261,0,1.0,0.7471264367816092,195,0,0.7471264367816092,0.7471264367816092,0.7471264367816092,,0,0,0,3,0.7471264367816092,,,,,261,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:38:27+08:00,262,1058,262,0,1.0,0.7480916030534351,196,0,0.7480916030534351,0.7480916030534351,0.7480916030534351,,0,0,0,3,0.7480916030534351,,,,,262,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:38:37+08:00,263,1058,263,0,1.0,0.7490494296577946,197,0,0.7490494296577946,0.7490494296577946,0.7490494296577946,,0,0,0,3,0.7490494296577946,,,,,263,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:40:06+08:00,264,1058,264,0,1.0,0.75,198,0,0.75,0.75,0.75,,0,0,0,3,0.75,,,,,264,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:40:18+08:00,265,1058,265,0,1.0,0.7509433962264151,199,0,0.7509433962264151,0.7509433962264151,0.7509433962264151,,0,0,0,3,0.7509433962264151,,,,,265,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:40:29+08:00,266,1058,266,0,1.0,0.7518796992481203,200,0,0.7518796992481203,0.7518796992481203,0.7518796992481203,,0,0,0,3,0.7518796992481203,,,,,266,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:40:40+08:00,267,1058,267,0,1.0,0.7528089887640449,201,0,0.7528089887640449,0.7528089887640449,0.7528089887640449,,0,0,0,3,0.7528089887640449,,,,,267,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:40:51+08:00,268,1058,268,0,1.0,0.753731343283582,202,0,0.753731343283582,0.753731343283582,0.753731343283582,,0,0,0,3,0.753731343283582,,,,,268,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:41:02+08:00,269,1058,269,0,1.0,0.7546468401486989,203,0,0.7546468401486989,0.7546468401486989,0.7546468401486989,,0,0,0,3,0.7546468401486989,,,,,269,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:41:13+08:00,270,1058,270,0,1.0,0.7555555555555555,204,0,0.7555555555555555,0.7555555555555555,0.7555555555555555,,0,0,0,3,0.7555555555555555,,,,,270,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:41:24+08:00,271,1058,271,0,1.0,0.7564575645756457,205,0,0.7564575645756457,0.7564575645756457,0.7564575645756457,,0,0,0,3,0.7564575645756457,,,,,271,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:41:35+08:00,272,1058,272,0,1.0,0.7573529411764706,206,0,0.7573529411764706,0.7573529411764706,0.7573529411764706,,0,0,0,3,0.7573529411764706,,,,,272,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:41:47+08:00,273,1058,273,0,1.0,0.7582417582417582,207,0,0.7582417582417582,0.7582417582417582,0.7582417582417582,,0,0,0,3,0.7582417582417582,,,,,273,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:41:59+08:00,274,1058,274,0,1.0,0.7591240875912408,208,0,0.7591240875912408,0.7591240875912408,0.7591240875912408,,0,0,0,3,0.7591240875912408,,,,,274,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:42:10+08:00,275,1058,275,0,1.0,0.76,209,0,0.76,0.76,0.76,,0,0,0,3,0.76,,,,,275,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:42:23+08:00,276,1058,276,0,1.0,0.7608695652173914,210,0,0.7608695652173914,0.7608695652173914,0.7608695652173914,,0,0,0,3,0.7608695652173914,,,,,276,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:42:35+08:00,277,1058,277,0,1.0,0.7617328519855595,211,0,0.7617328519855595,0.7617328519855595,0.7617328519855595,,0,0,0,3,0.7617328519855595,,,,,277,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:42:47+08:00,278,1058,278,0,1.0,0.762589928057554,212,0,0.762589928057554,0.762589928057554,0.762589928057554,,0,0,0,3,0.762589928057554,,,,,278,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:42:57+08:00,279,1058,279,0,1.0,0.7598566308243727,212,0,0.7598566308243727,0.7598566308243727,0.7598566308243727,,0,0,0,3,0.7598566308243727,,,,,279,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T19:44:41+08:00,280,1058,280,0,1.0,0.7571428571428571,212,0,0.7571428571428571,0.7571428571428571,0.7571428571428571,,0,0,0,3,0.7571428571428571,,,,,280,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T19:44:52+08:00,281,1058,281,0,1.0,0.7580071174377224,213,0,0.7580071174377224,0.7580071174377224,0.7580071174377224,,0,0,0,3,0.7580071174377224,,,,,281,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:45:02+08:00,282,1058,282,0,1.0,0.7588652482269503,214,0,0.7588652482269503,0.7588652482269503,0.7588652482269503,,0,0,0,3,0.7588652482269503,,,,,282,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:45:14+08:00,283,1058,283,0,1.0,0.7597173144876325,215,0,0.7597173144876325,0.7597173144876325,0.7597173144876325,,0,0,0,3,0.7597173144876325,,,,,283,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:45:25+08:00,284,1058,284,0,1.0,0.7605633802816901,216,0,0.7605633802816901,0.7605633802816901,0.7605633802816901,,0,0,0,3,0.7605633802816901,,,,,284,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:45:35+08:00,285,1058,285,0,1.0,0.7614035087719299,217,0,0.7614035087719299,0.7614035087719299,0.7614035087719299,,0,0,0,3,0.7614035087719299,,,,,285,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:45:46+08:00,286,1058,286,0,1.0,0.7622377622377622,218,0,0.7622377622377622,0.7622377622377622,0.7622377622377622,,0,0,0,3,0.7622377622377622,,,,,286,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:45:56+08:00,287,1058,287,0,1.0,0.7630662020905923,219,0,0.7630662020905923,0.7630662020905923,0.7630662020905923,,0,0,0,3,0.7630662020905923,,,,,287,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:46:06+08:00,288,1058,288,0,1.0,0.7638888888888888,220,0,0.7638888888888888,0.7638888888888888,0.7638888888888888,,0,0,0,3,0.7638888888888888,,,,,288,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:46:17+08:00,289,1058,289,0,1.0,0.7647058823529411,221,0,0.7647058823529411,0.7647058823529411,0.7647058823529411,,0,0,0,3,0.7647058823529411,,,,,289,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:46:28+08:00,290,1058,290,0,1.0,0.7655172413793103,222,0,0.7655172413793103,0.7655172413793103,0.7655172413793103,,0,0,0,3,0.7655172413793103,,,,,290,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:46:39+08:00,291,1058,291,0,1.0,0.7663230240549829,223,0,0.7663230240549829,0.7663230240549829,0.7663230240549829,,0,0,0,3,0.7663230240549829,,,,,291,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:46:49+08:00,292,1058,292,0,1.0,0.7671232876712328,224,0,0.7671232876712328,0.7671232876712328,0.7671232876712328,,0,0,0,3,0.7671232876712328,,,,,292,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:47:00+08:00,293,1058,293,0,1.0,0.7679180887372014,225,0,0.7679180887372014,0.7679180887372014,0.7679180887372014,,0,0,0,3,0.7679180887372014,,,,,293,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:47:11+08:00,294,1058,294,0,1.0,0.7687074829931972,226,0,0.7687074829931972,0.7687074829931972,0.7687074829931972,,0,0,0,3,0.7687074829931972,,,,,294,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:47:22+08:00,295,1058,295,0,1.0,0.7694915254237288,227,0,0.7694915254237288,0.7694915254237288,0.7694915254237288,,0,0,0,3,0.7694915254237288,,,,,295,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:47:33+08:00,296,1058,296,0,1.0,0.7702702702702703,228,0,0.7702702702702703,0.7702702702702703,0.7702702702702703,,0,0,0,3,0.7702702702702703,,,,,296,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:49:00+08:00,297,1058,297,0,1.0,0.7676767676767676,228,0,0.7676767676767676,0.7676767676767676,0.7676767676767676,,0,0,0,3,0.7676767676767676,,,,,297,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T19:49:11+08:00,298,1058,298,0,1.0,0.7684563758389261,229,0,0.7684563758389261,0.7684563758389261,0.7684563758389261,,0,0,0,3,0.7684563758389261,,,,,298,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:49:22+08:00,299,1058,299,0,1.0,0.7692307692307693,230,0,0.7692307692307693,0.7692307692307693,0.7692307692307693,,0,0,0,3,0.7692307692307693,,,,,299,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:49:33+08:00,300,1058,300,0,1.0,0.77,231,0,0.77,0.77,0.77,,0,0,0,3,0.77,,,,,300,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:49:43+08:00,301,1058,301,0,1.0,0.770764119601329,232,0,0.770764119601329,0.770764119601329,0.770764119601329,,0,0,0,3,0.770764119601329,,,,,301,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:49:54+08:00,302,1058,302,0,1.0,0.7715231788079471,233,0,0.7715231788079471,0.7715231788079471,0.7715231788079471,,0,0,0,3,0.7715231788079471,,,,,302,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:50:06+08:00,303,1058,303,0,1.0,0.7722772277227723,234,0,0.7722772277227723,0.7722772277227723,0.7722772277227723,,0,0,0,3,0.7722772277227723,,,,,303,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:50:16+08:00,304,1058,304,0,1.0,0.7730263157894737,235,0,0.7730263157894737,0.7730263157894737,0.7730263157894737,,0,0,0,3,0.7730263157894737,,,,,304,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:50:27+08:00,305,1058,305,0,1.0,0.7737704918032787,236,0,0.7737704918032787,0.7737704918032787,0.7737704918032787,,0,0,0,3,0.7737704918032787,,,,,305,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:51:59+08:00,306,1058,306,0,1.0,0.7712418300653595,236,0,0.7712418300653595,0.7712418300653595,0.7712418300653595,,0,0,0,3,0.7712418300653595,,,,,306,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T19:52:10+08:00,307,1058,307,0,1.0,0.7719869706840391,237,0,0.7719869706840391,0.7719869706840391,0.7719869706840391,,0,0,0,3,0.7719869706840391,,,,,307,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:52:21+08:00,308,1058,308,0,1.0,0.7727272727272727,238,0,0.7727272727272727,0.7727272727272727,0.7727272727272727,,0,0,0,3,0.7727272727272727,,,,,308,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:52:32+08:00,309,1058,309,0,1.0,0.7734627831715211,239,0,0.7734627831715211,0.7734627831715211,0.7734627831715211,,0,0,0,3,0.7734627831715211,,,,,309,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:54:11+08:00,310,1058,310,0,1.0,0.7709677419354839,239,0,0.7709677419354839,0.7709677419354839,0.7709677419354839,,0,0,0,3,0.7709677419354839,,,,,310,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T19:55:30+08:00,311,1058,311,0,1.0,0.7717041800643086,240,0,0.7717041800643086,0.7717041800643086,0.7717041800643086,,0,0,0,4,0.7717041800643086,,,,,311,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T19:57:07+08:00,312,1058,312,0,1.0,0.7692307692307693,240,0,0.7692307692307693,0.7692307692307693,0.7692307692307693,,0,0,0,4,0.7692307692307693,,,,,312,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T19:58:11+08:00,313,1058,313,0,1.0,0.7667731629392971,240,0,0.7667731629392971,0.7667731629392971,0.7667731629392971,,0,0,0,4,0.7667731629392971,,,,,313,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T19:58:22+08:00,314,1058,314,0,1.0,0.767515923566879,241,0,0.767515923566879,0.767515923566879,0.767515923566879,,0,0,0,4,0.767515923566879,,,,,314,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:00:07+08:00,315,1058,315,0,1.0,0.765079365079365,241,0,0.765079365079365,0.765079365079365,0.765079365079365,,0,0,0,4,0.765079365079365,,,,,315,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T20:01:18+08:00,316,1058,316,0,1.0,0.7626582278481012,241,0,0.7626582278481012,0.7626582278481012,0.7626582278481012,,0,0,0,4,0.7626582278481012,,,,,316,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T20:02:51+08:00,317,1058,317,0,1.0,0.7602523659305994,241,0,0.7602523659305994,0.7602523659305994,0.7602523659305994,,0,0,0,4,0.7602523659305994,,,,,317,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T20:04:01+08:00,318,1058,318,0,1.0,0.7578616352201258,241,0,0.7578616352201258,0.7578616352201258,0.7578616352201258,,0,0,0,4,0.7578616352201258,,,,,318,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T20:05:16+08:00,319,1058,319,0,1.0,0.7554858934169278,241,0,0.7554858934169278,0.7554858934169278,0.7554858934169278,,0,0,0,4,0.7554858934169278,,,,,319,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T20:05:26+08:00,320,1058,320,0,1.0,0.75625,242,0,0.75625,0.75625,0.75625,,0,0,0,4,0.75625,,,,,320,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:05:37+08:00,321,1058,321,0,1.0,0.7570093457943925,243,0,0.7570093457943925,0.7570093457943925,0.7570093457943925,,0,0,0,4,0.7570093457943925,,,,,321,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:05:48+08:00,322,1058,322,0,1.0,0.7546583850931677,243,0,0.7546583850931677,0.7546583850931677,0.7546583850931677,,0,0,0,4,0.7546583850931677,,,,,322,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T20:06:00+08:00,323,1058,323,0,1.0,0.7554179566563467,244,0,0.7554179566563467,0.7554179566563467,0.7554179566563467,,0,0,0,4,0.7554179566563467,,,,,323,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:06:11+08:00,324,1058,324,0,1.0,0.7561728395061729,245,0,0.7561728395061729,0.7561728395061729,0.7561728395061729,,0,0,0,4,0.7561728395061729,,,,,324,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:06:22+08:00,325,1058,325,0,1.0,0.7569230769230769,246,0,0.7569230769230769,0.7569230769230769,0.7569230769230769,,0,0,0,4,0.7569230769230769,,,,,325,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:06:32+08:00,326,1058,326,0,1.0,0.7576687116564417,247,0,0.7576687116564417,0.7576687116564417,0.7576687116564417,,0,0,0,4,0.7576687116564417,,,,,326,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:06:44+08:00,327,1058,327,0,1.0,0.7584097859327217,248,0,0.7584097859327217,0.7584097859327217,0.7584097859327217,,0,0,0,4,0.7584097859327217,,,,,327,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:06:55+08:00,328,1058,328,0,1.0,0.7591463414634146,249,0,0.7591463414634146,0.7591463414634146,0.7591463414634146,,0,0,0,4,0.7591463414634146,,,,,328,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:07:06+08:00,329,1058,329,0,1.0,0.7598784194528876,250,0,0.7598784194528876,0.7598784194528876,0.7598784194528876,,0,0,0,4,0.7598784194528876,,,,,329,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:08:22+08:00,330,1058,330,0,1.0,0.7575757575757576,250,0,0.7575757575757576,0.7575757575757576,0.7575757575757576,,0,0,0,4,0.7575757575757576,,,,,330,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T20:08:32+08:00,331,1058,331,0,1.0,0.7583081570996979,251,0,0.7583081570996979,0.7583081570996979,0.7583081570996979,,0,0,0,4,0.7583081570996979,,,,,331,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:08:43+08:00,332,1058,332,0,1.0,0.7590361445783133,252,0,0.7590361445783133,0.7590361445783133,0.7590361445783133,,0,0,0,4,0.7590361445783133,,,,,332,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:10:05+08:00,333,1058,333,0,1.0,0.7567567567567568,252,0,0.7567567567567568,0.7567567567567568,0.7567567567567568,,0,0,0,4,0.7567567567567568,,,,,333,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T20:10:16+08:00,334,1058,334,0,1.0,0.7574850299401198,253,0,0.7574850299401198,0.7574850299401198,0.7574850299401198,,0,0,0,4,0.7574850299401198,,,,,334,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:10:26+08:00,335,1058,335,0,1.0,0.7582089552238805,254,0,0.7582089552238805,0.7582089552238805,0.7582089552238805,,0,0,0,4,0.7582089552238805,,,,,335,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:10:39+08:00,336,1058,336,0,1.0,0.7589285714285714,255,0,0.7589285714285714,0.7589285714285714,0.7589285714285714,,0,0,0,4,0.7589285714285714,,,,,336,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:14:43+08:00,337,1058,337,0,1.0,0.7566765578635015,255,0,0.7566765578635015,0.7566765578635015,0.7566765578635015,,0,0,0,4,0.7566765578635015,,,,,337,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T20:14:54+08:00,338,1058,338,0,1.0,0.757396449704142,256,0,0.757396449704142,0.757396449704142,0.757396449704142,,0,0,0,4,0.757396449704142,,,,,338,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:15:05+08:00,339,1058,339,0,1.0,0.7581120943952803,257,0,0.7581120943952803,0.7581120943952803,0.7581120943952803,,0,0,0,4,0.7581120943952803,,,,,339,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:16:22+08:00,340,1058,340,0,1.0,0.7558823529411764,257,0,0.7558823529411764,0.7558823529411764,0.7558823529411764,,0,0,0,4,0.7558823529411764,,,,,340,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T20:16:32+08:00,341,1058,341,0,1.0,0.7565982404692082,258,0,0.7565982404692082,0.7565982404692082,0.7565982404692082,,0,0,0,4,0.7565982404692082,,,,,341,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:16:42+08:00,342,1058,342,0,1.0,0.7573099415204678,259,0,0.7573099415204678,0.7573099415204678,0.7573099415204678,,0,0,0,4,0.7573099415204678,,,,,342,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:16:52+08:00,343,1058,343,0,1.0,0.7580174927113703,260,0,0.7580174927113703,0.7580174927113703,0.7580174927113703,,0,0,0,4,0.7580174927113703,,,,,343,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:17:03+08:00,344,1058,344,0,1.0,0.7587209302325582,261,0,0.7587209302325582,0.7587209302325582,0.7587209302325582,,0,0,0,4,0.7587209302325582,,,,,344,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:17:13+08:00,345,1058,345,0,1.0,0.7594202898550725,262,0,0.7594202898550725,0.7594202898550725,0.7594202898550725,,0,0,0,4,0.7594202898550725,,,,,345,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:17:24+08:00,346,1058,346,0,1.0,0.7572254335260116,262,0,0.7572254335260116,0.7572254335260116,0.7572254335260116,,0,0,0,4,0.7572254335260116,,,,,346,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T20:17:34+08:00,347,1058,347,0,1.0,0.7579250720461095,263,0,0.7579250720461095,0.7579250720461095,0.7579250720461095,,0,0,0,4,0.7579250720461095,,,,,347,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:17:44+08:00,348,1058,348,0,1.0,0.7586206896551724,264,0,0.7586206896551724,0.7586206896551724,0.7586206896551724,,0,0,0,4,0.7586206896551724,,,,,348,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:17:55+08:00,349,1058,349,0,1.0,0.7593123209169055,265,0,0.7593123209169055,0.7593123209169055,0.7593123209169055,,0,0,0,4,0.7593123209169055,,,,,349,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:19:09+08:00,350,1058,350,0,1.0,0.7571428571428571,265,0,0.7571428571428571,0.7571428571428571,0.7571428571428571,,0,0,0,4,0.7571428571428571,,,,,350,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T20:21:22+08:00,351,1058,351,0,1.0,0.7549857549857549,265,0,0.7549857549857549,0.7549857549857549,0.7549857549857549,,0,0,0,4,0.7549857549857549,,,,,351,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T20:21:33+08:00,352,1058,352,0,1.0,0.7556818181818182,266,0,0.7556818181818182,0.7556818181818182,0.7556818181818182,,0,0,0,4,0.7556818181818182,,,,,352,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:22:55+08:00,353,1058,353,0,1.0,0.7535410764872521,266,0,0.7535410764872521,0.7535410764872521,0.7535410764872521,,0,0,0,4,0.7535410764872521,,,,,353,histological_type_label,direct,Tumor,tumor_type,False,
2026-08-30T20:23:05+08:00,354,1058,354,0,1.0,0.7542372881355932,267,0,0.7542372881355932,0.7542372881355932,0.7542372881355932,,0,0,0,4,0.7542372881355932,,,,,354,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:23:16+08:00,355,1058,355,0,1.0,0.7549295774647887,268,0,0.7549295774647887,0.7549295774647887,0.7549295774647887,,0,0,0,4,0.7549295774647887,,,,,355,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:23:27+08:00,356,1058,356,0,1.0,0.7556179775280899,269,0,0.7556179775280899,0.7556179775280899,0.7556179775280899,,0,0,0,4,0.7556179775280899,,,,,356,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:23:38+08:00,357,1058,357,0,1.0,0.7563025210084033,270,0,0.7563025210084033,0.7563025210084033,0.7563025210084033,,0,0,0,4,0.7563025210084033,,,,,357,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:23:48+08:00,358,1058,358,0,1.0,0.7569832402234636,271,0,0.7569832402234636,0.7569832402234636,0.7569832402234636,,0,0,0,4,0.7569832402234636,,,,,358,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:23:59+08:00,359,1058,359,0,1.0,0.7576601671309192,272,0,0.7576601671309192,0.7576601671309192,0.7576601671309192,,0,0,0,4,0.7576601671309192,,,,,359,histological_type_label,direct,Tumor,tumor_type,True,
2026-08-30T20:24:10+08:00,360,1058,360,0,1.0,0.7583333333333333,273,0,0.7583333333333333,0.7583333333333333,0.7583333333333333,,0,0,0,4,0.7583333333333333,,,,,360,histological_type_label,direct,Tumor,tumor_type,True,
